Field,n_objects
HYDRA-0011,160
HYDRA-0021,206
HYDRA-0031,282
HYDRA-0035,234
HYDRA-0036,368
HYDRA-0037,267
HYDRA-0039,166
HYDRA-0041,232
HYDRA-0044,284
HYDRA-0045,485
HYDRA-0048,152
HYDRA-0050,282
HYDRA-0052,252
HYDRA-0053,212
HYDRA-0055,358
HYDRA-0056,424
HYDRA-0061,256
HYDRA-0062,206
HYDRA-0064,207
HYDRA-0069,242
HYDRA-0070,177
HYDRA-0077,262
HYDRA-0086,143
HYDRA-D-0002,1
HYDRA_0012,132
HYDRA_0013,183
HYDRA_0014,162
HYDRA_0015,112
HYDRA_0016,108
HYDRA_0017,126
HYDRA_0018,229
HYDRA_0019,166
HYDRA_0020,142
HYDRA_0022,191
HYDRA_0023,266
HYDRA_0024,202
HYDRA_0025,158
HYDRA_0026,133
HYDRA_0027,152
HYDRA_0028,156
HYDRA_0029,172
HYDRA_0030,309
HYDRA_0032,230
HYDRA_0033,283
HYDRA_0034,386
HYDRA_0038,129
HYDRA_0040,289
HYDRA_0042,235
HYDRA_0043,259
HYDRA_0046,315
HYDRA_0047,244
HYDRA_0049,325
HYDRA_0051,176
HYDRA_0054,234
HYDRA_0057,256
HYDRA_0059,391
HYDRA_0060,309
HYDRA_0063,163
HYDRA_0065,212
HYDRA_0066,79
HYDRA_0068,290
HYDRA_0071,221
HYDRA_0072,157
HYDRA_0073,149
HYDRA_0074,25
HYDRA_0078,342
HYDRA_0079,277
HYDRA_0080,315
HYDRA_0081,153
HYDRA_0082,16
HYDRA_0087,114
HYDRA_0088,79
HYDRA_0089,2
SPLUS-n04s01,97
SPLUS-n04s02,75
SPLUS-n04s03,16
SPLUS-n05s01,270
SPLUS-n05s02,405
SPLUS-n05s03,328
SPLUS-n05s04,233
SPLUS-n05s05,247
SPLUS-n05s06,43
SPLUS-n05s07,3
SPLUS-n06s01,230
SPLUS-n06s02,272
SPLUS-n06s03,196
SPLUS-n06s04,225
SPLUS-n06s05,446
SPLUS-n06s06,167
SPLUS-n06s07,124
SPLUS-n06s08,49
SPLUS-n07s01,219
SPLUS-n07s02,238
SPLUS-n07s03,283
SPLUS-n07s04,388
SPLUS-n07s05,225
SPLUS-n07s06,185
SPLUS-n07s07,169
SPLUS-n07s08,291
SPLUS-n07s09,27
SPLUS-n08s01,236
SPLUS-n08s02,273
SPLUS-n08s03,365
SPLUS-n08s04,247
SPLUS-n08s05,243
SPLUS-n08s06,197
SPLUS-n08s07,242
SPLUS-n08s08,251
SPLUS-n08s09,200
SPLUS-n09s01,191
SPLUS-n09s02,139
SPLUS-n09s03,170
SPLUS-n09s04,424
SPLUS-n09s05,220
SPLUS-n09s06,207
SPLUS-n09s07,189
SPLUS-n09s08,239
SPLUS-n09s09,195
SPLUS-n09s10,149
SPLUS-n09s11,13
SPLUS-n10s01,165
SPLUS-n10s02,176
SPLUS-n10s03,184
SPLUS-n10s04,207
SPLUS-n10s05,218
SPLUS-n10s06,254
SPLUS-n10s07,313
SPLUS-n10s08,247
SPLUS-n10s09,7
SPLUS-n10s10,191
SPLUS-n10s11,23
SPLUS-n11s01,197
SPLUS-n11s02,227
SPLUS-n11s03,167
SPLUS-n11s04,227
SPLUS-n11s05,177
SPLUS-n11s06,122
SPLUS-n11s07,195
SPLUS-n11s08,134
SPLUS-n11s09,252
SPLUS-n11s10,190
SPLUS-n11s11,229
SPLUS-n11s12,39
SPLUS-n12s01,305
SPLUS-n12s02,263
SPLUS-n12s03,126
SPLUS-n12s04,201
SPLUS-n12s05,206
SPLUS-n12s06,129
SPLUS-n12s07,177
SPLUS-n12s08,174
SPLUS-n12s09,181
SPLUS-n12s10,229
SPLUS-n12s11,126
SPLUS-n13s01,235
SPLUS-n13s02,296
SPLUS-n13s03,293
SPLUS-n13s04,219
SPLUS-n13s05,230
SPLUS-n13s06,232
SPLUS-n13s07,145
SPLUS-n13s08,137
SPLUS-n13s09,230
SPLUS-n13s10,238
SPLUS-n13s11,284
SPLUS-n13s12,137
SPLUS-n14s01,154
SPLUS-n14s02,133
SPLUS-n14s03,250
SPLUS-n14s04,321
SPLUS-n14s05,228
SPLUS-n14s06,210
SPLUS-n14s07,227
SPLUS-n14s08,309
SPLUS-n14s09,276
SPLUS-n14s10,210
SPLUS-n14s11,223
SPLUS-n14s12,116
SPLUS-n15s01,260
SPLUS-n15s02,173
SPLUS-n15s03,233
SPLUS-n15s04,253
SPLUS-n15s05,209
SPLUS-n15s06,203
SPLUS-n15s07,200
SPLUS-n15s08,138
SPLUS-n15s09,191
SPLUS-n15s10,164
SPLUS-n15s11,175
SPLUS-n15s12,183
SPLUS-n15s13,2
SPLUS-n16s01,155
SPLUS-n16s02,187
SPLUS-n16s03,202
SPLUS-n16s04,179
SPLUS-n16s05,211
SPLUS-n16s06,178
