field,n_objects
SPLUS-n01s02_predicted,4890
SPLUS-n01s03_predicted,51091
SPLUS-n01s04_predicted,43726
SPLUS-n01s05_predicted,39054
SPLUS-n01s06_predicted,12429
SPLUS-n02n03_predicted,15896
SPLUS-n02n04_predicted,30664
SPLUS-n02n05_predicted,19052
SPLUS-n02s02_predicted,5311
SPLUS-n02s03_predicted,38186
SPLUS-n02s04_predicted,36768
SPLUS-n02s05_predicted,43036
SPLUS-n02s06_predicted,9755
SPLUS-n03s03_predicted,14665
SPLUS-n03s04_predicted,34604
SPLUS-n03s05_predicted,18376
SPLUS-n03s06_predicted,39
