field,n_objects
SPLUS-n01s06_predicted,35516
SPLUS-n01s07_predicted,36515
SPLUS-n01s08_predicted,53762
SPLUS-n01s09_predicted,55384
SPLUS-n01s10_predicted,45262
SPLUS-n02s06_predicted,27471
SPLUS-n02s07_predicted,38085
SPLUS-n02s08_predicted,40459
SPLUS-n02s09_predicted,43973
SPLUS-n02s10_predicted,42215
SPLUS-n03s06_predicted,8355
SPLUS-n03s07_predicted,40512
SPLUS-n03s08_predicted,45382
SPLUS-n03s09_predicted,39327
SPLUS-n03s10_predicted,32429
SPLUS-n04s07_predicted,11600
SPLUS-n04s08_predicted,37067
SPLUS-n04s09_predicted,40198
SPLUS-n04s10_predicted,35103
SPLUS-n05s09_predicted,3046
SPLUS-n05s10_predicted,8943
SPLUS-n05s11_predicted,5227
