ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member,z_offset
162.436818,0.338921,0.038855,1.5e-05,11648.436,4.496887,0.013571,0.037763,-38.953,0,-0.00013499999999999623
162.421505,0.36312,0.038667,7e-06,11592.075,2.098547,0.022884,0.063676,-93.199,0,-0.0003229999999999969
162.412917,0.338056,0.039397,0.000333,11810.923,99.830889,0.031539,0.087758,117.437,0,0.0004070000000000046
162.436,0.297,0.039558,0.000333,11859.19,99.830889,0.054975,0.152972,163.892,0,0.000568000000000006
162.49742,0.353206,0.037648,1.1e-05,11286.586,3.297717,0.056094,0.156084,-387.224,0,-0.001341999999999996
162.42931,0.407948,0.038582,1.1e-05,11566.593,3.297717,0.057506,0.160014,-117.725,0,-0.00040799999999999864
162.495203,0.3223,0.038999,1.1e-05,11691.606,3.297717,0.061366,0.170755,2.597,0,9.000000000002062e-06
162.49852,0.397673,0.038754,2e-05,11618.157,5.995849,0.073355,0.204115,-68.096,0,-0.0002360000000000001
162.510648,0.382483,0.037505,9e-06,11243.716,2.698132,0.075825,0.210986,-428.485,0,-0.0014850000000000002
162.519521,0.351666,0.039969,2.3e-05,11982.405,6.895227,0.078175,0.217525,282.483,0,0.0009790000000000007
162.525723,0.333258,0.040329,9e-06,12090.33,2.698132,0.086372,0.240333,386.358,0,0.001339
162.528288,0.333688,0.03907,0.000333,11712.891,99.830889,0.088791,0.247064,23.083,0,8.000000000000368e-05
162.347538,0.327182,0.041033,1e-05,12301.384,2.997925,0.09696,0.269797,589.492,0,0.002043000000000003
162.344617,0.39449,0.039172,1.6e-05,11743.47,4.796679,0.105762,0.294289,52.515,0,0.0001820000000000016
162.547918,0.306942,0.040493,1.2e-05,12139.496,3.597509,0.115594,0.321646,433.679,0,0.0015030000000000043
162.320805,0.329305,0.040614,8e-06,12175.771,2.39834,0.122603,0.34115,468.593,0,0.0016240000000000004
162.319701,0.326566,0.040268,1.9e-05,12072.043,5.696057,0.124214,0.345632,368.757,0,0.0012780000000000014
162.29686,0.379176,0.04038,7e-06,12105.619,2.098547,0.147069,0.409226,401.074,0,0.0013900000000000023
162.351657,0.232042,0.039689,9e-06,11898.463,2.698132,0.14955,0.416131,201.691,0,0.0006990000000000052
162.299621,0.267865,0.039765,2e-05,11921.247,5.995849,0.164669,0.458199,223.62,0,0.0007750000000000049
162.46551,0.164232,0.039519,1e-05,11847.498,2.997925,0.189034,0.525996,152.639,0,0.0005290000000000017
162.484663,0.535889,0.038374,3e-05,11504.236,8.993774,0.189199,0.526457,-177.742,0,-0.0006159999999999985
162.632536,0.360604,0.038422,1e-05,11518.626,2.997925,0.191394,0.532563,-163.892,0,-0.0005679999999999991
162.594974,0.236351,0.039424,1.3e-05,11819.018,3.897302,0.192119,0.534582,125.227,0,0.00043400000000000383
162.477402,0.15907,0.038964,9e-06,11681.113,2.698132,0.19599,0.545353,-7.502,0,-2.5999999999998247e-05
162.685801,0.445727,0.037555,1.3e-05,11258.706,3.897302,0.261906,0.728767,-414.058,0,-0.0014349999999999988
162.698096,0.482467,0.038105,1.7e-05,11423.592,5.096472,0.288123,0.801716,-255.36,0,-0.0008849999999999969
162.199775,0.168429,0.038988,2.7e-05,11688.308,8.094396,0.303229,0.843749,-0.577,0,-1.9999999999950613e-06
