Field,n_objects
SPLUS-s24s26,2
SPLUS-s24s27,259
SPLUS-s24s28,315
SPLUS-s24s29,183
SPLUS-s25s26,30
SPLUS-s25s27,247
SPLUS-s25s28,162
SPLUS-s25s29,52
SPLUS-s26s27,23
SPLUS-s26s28,11
