ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member
42.39112,-31.18942,0.022902,6.7e-05,6865.847,20.086095,0.010878,0.017836,176.538,0
42.413895,-31.204733,0.026368,6.7e-05,7904.928,20.086095,0.018299,0.030003,1192.953,0
42.3834,-31.172993,0.022776,7e-05,6828.073,20.985472,0.023412,0.038387,139.588,0
42.381786,-31.167318,0.025136,0.000297,7535.583,89.03836,0.028418,0.046594,831.665,0
42.40337,-31.220392,0.0214,0.00041,6415.559,99.99,0.031794,0.05213,-263.928,0
42.433,-31.15831,0.023259,6.7e-05,6972.873,20.086095,0.039262,0.064374,281.23,0
42.374584,-31.15685,0.026468,0.00015,7934.907,44.968869,0.040407,0.066252,1222.278,0
42.34304,-31.181719,0.023043,7.7e-05,6908.118,23.084019,0.052432,0.085968,217.887,0
42.38954,-31.12108,0.023753,7.7e-05,7120.97,23.084019,0.068613,0.112499,426.096,0
42.4886,-31.176392,0.0203,0.000213,6085.787,63.855794,0.073564,0.120616,-586.506,0
42.48436,-31.133425,0.023329,0.000137,6993.858,41.071567,0.088282,0.144748,301.757,0
42.398,-31.091667,0.020778,9e-05,6229.088,26.981321,0.09706,0.15914,-446.331,0
42.26644,-31.17257,0.019557,3.3e-05,5863.041,9.893151,0.118595,0.19445,-804.393,0
42.48274,-31.287434,0.021388,0.000103,6411.961,30.878623,0.119702,0.196264,-267.447,0
42.2851,-31.289621,0.020247,5e-05,6069.898,14.989623,0.143236,0.23485,-602.048,0
42.503845,-31.305954,0.022795,0.000213,6833.769,63.855794,0.145247,0.238149,145.16,0
42.30949,-31.063448,0.021508,0.000297,6447.936,89.03836,0.148903,0.244143,-232.256,0
42.31225,-31.05167,0.022549,7.7e-05,6760.02,23.084019,0.157745,0.258641,73.02,0
42.45361,-31.032337,0.0245,0.00041,7344.915,99.99,0.161969,0.265565,645.156,0
42.236435,-31.112057,0.022639,9e-05,6787.001,26.981321,0.162351,0.266193,99.413,0
42.398624,-31.023727,0.0232,0.000213,6955.185,63.855794,0.164932,0.270425,263.928,0
42.56,-31.296444,0.024383,0.000213,7309.84,63.855794,0.171714,0.281544,610.846,0
42.40649,-30.99579,0.021965,7e-06,6584.941,2.098547,0.192824,0.316156,-98.24,0
42.470592,-30.954765,0.0235,0.000213,7045.123,63.855794,0.240715,0.394678,351.904,0
42.23536,-31.384201,0.022297,0.000297,6684.472,89.03836,0.242947,0.398338,-0.88,0
42.6816,-31.046202,0.0235,0.00041,7045.123,99.99,0.277045,0.454246,351.904,0
42.688236,-31.045847,0.022127,0.000297,6633.508,89.03836,0.28211,0.46255,-50.733,0
42.632328,-31.39465,0.022025,7.3e-05,6602.929,21.884849,0.284035,0.465707,-80.645,0
42.22087,-30.886038,0.0217,0.00041,6505.496,99.99,0.340636,0.558511,-175.952,0
42.817833,-31.327593,0.021878,0.00015,6558.859,44.968869,0.380488,0.623851,-123.753,0
42.674644,-31.503971,0.024113,0.00015,7228.896,44.968869,0.391335,0.641637,531.668,0
42.64831,-31.519938,0.023836,3.3e-05,7145.853,9.893151,0.391838,0.642462,450.436,0
42.608368,-31.558287,0.02358,9.3e-05,7069.106,27.880699,0.409016,0.670626,375.364,0
42.238876,-30.79294,0.022736,0.00015,6816.081,44.968869,0.420062,0.688739,127.858,0
42.2859,-31.681128,0.022239,0.000213,6667.084,63.855794,0.502749,0.824312,-17.888,0
42.918938,-30.941874,0.0215,0.00041,6445.538,99.99,0.50505,0.828086,-234.602,0
42.995575,-31.093657,0.0213,0.000213,6385.579,63.855794,0.51507,0.844514,-293.253,0
42.934525,-31.484194,0.0229,0.000213,6865.247,63.855794,0.541764,0.888282,175.952,0
42.131355,-31.705704,0.023269,8.7e-05,6975.871,26.081944,0.567201,0.929989,284.162,0
42.39726,-31.758915,0.023177,0.000213,6948.29,63.855794,0.570342,0.935139,257.183,0
43.072018,-30.943874,0.0222,0.000213,6655.393,63.855794,0.621821,1.019544,-29.325,0
43.113228,-31.32813,0.0217,0.00041,6505.496,99.99,0.622726,1.021027,-175.952,0
42.244904,-31.833355,0.02315,0.000213,6940.195,63.855794,0.658928,1.080385,249.265,0
42.569565,-30.539486,0.0236,0.000213,7075.102,63.855794,0.664423,1.089395,381.229,0
41.790997,-31.606623,0.021995,0.000213,6593.935,63.855794,0.670495,1.09935,-89.442,0
42.914898,-31.738434,0.023,0.00041,6895.227,99.99,0.702485,1.151802,205.277,0
43.11308,-30.776537,0.022579,3.3e-05,6769.014,9.893151,0.733458,1.202585,81.818,0
42.85406,-31.819954,0.022567,0.000213,6765.416,63.855794,0.739577,1.212617,78.299,0
42.926197,-30.597466,0.022476,0.000297,6738.135,89.03836,0.741049,1.215031,51.613,0
42.146244,-31.911469,0.022875,0.000297,6857.752,89.03836,0.755702,1.239056,168.62,0
43.226192,-30.85743,0.022502,0.000103,6745.93,30.878623,0.777578,1.274925,59.237,0
43.003826,-30.566305,0.02317,0.000213,6946.191,63.855794,0.806679,1.322639,255.13,0
42.872784,-31.925802,0.0205,0.00041,6145.745,99.99,0.839302,1.376129,-527.855,0
43.33485,-30.91465,0.022366,0.000297,6705.158,89.03836,0.842279,1.381009,19.355,0
43.28059,-30.775133,0.0214,0.000213,6415.559,63.855794,0.856477,1.404288,-263.928,0
43.092903,-31.81725,0.022589,0.0001,6772.012,29.979246,0.86181,1.413033,84.75,0
43.41777,-31.166294,0.0213,0.000213,6385.579,63.855794,0.867705,1.422698,-293.253,0
41.80098,-30.478292,0.022749,0.000297,6819.979,89.03836,0.877768,1.439197,131.671,0
43.372166,-30.860361,0.021175,3.3e-05,6348.105,9.893151,0.891065,1.460999,-329.91,0
41.439186,-31.695026,0.021992,0.000297,6593.036,89.03836,0.968202,1.587474,-90.322,0
41.55229,-31.858494,0.0215,0.00041,6445.538,99.99,0.989637,1.622619,-234.602,0
41.556583,-31.886139,0.023266,0.000297,6974.971,89.03836,1.005906,1.649294,283.282,0
41.305065,-31.777206,0.0216,0.00041,6475.517,99.99,1.109022,1.818363,-205.277,0
43.40886,-31.945885,0.0226,0.00041,6775.31,99.99,1.145744,1.878574,87.976,0
43.44266,-31.920174,0.022081,0.000213,6619.717,63.855794,1.15109,1.887338,-64.222,0
43.509983,-31.84482,0.022063,0.000213,6614.321,63.855794,1.151571,1.888127,-69.501,0
42.994793,-32.224785,0.023138,0.000297,6936.598,89.03836,1.152946,1.890383,245.746,0
41.767223,-32.212975,0.0232,0.000213,6955.185,63.855794,1.16013,1.902161,263.928,0
41.4775,-32.0491,0.022169,0.00013,6646.099,38.97302,1.169781,1.917986,-38.416,0
43.570374,-31.801,0.02147,0.000297,6436.544,89.03836,1.170884,1.919794,-243.4,0
42.188263,-32.347015,0.022449,4.7e-05,6730.041,14.090246,1.172997,1.923259,43.695,0
43.075695,-30.148987,0.023129,0.00015,6933.9,44.968869,1.187928,1.947738,243.107,0
43.67432,-30.653059,0.021748,0.000103,6519.886,30.878623,1.211664,1.986657,-161.876,0
43.70752,-30.67866,0.021455,0.00012,6432.047,35.975095,1.22634,2.01072,-247.799,0
41.502377,-32.154285,0.022375,0.00012,6707.856,35.975095,1.2358,2.02623,21.994,0
43.538544,-30.409044,0.022446,0.000213,6729.142,63.855794,1.245005,2.041322,42.815,0
