Field,n_objects
SPLUS-n01s01,612
SPLUS-n01s02,670
SPLUS-n01s03,686
SPLUS-n01s04,520
SPLUS-n01s05,405
SPLUS-n01s06,296
SPLUS-n02n01,390
SPLUS-n02n02,346
SPLUS-n02n03,289
SPLUS-n02n04,354
SPLUS-n02n05,395
SPLUS-n02s01,550
SPLUS-n02s02,574
SPLUS-n02s03,711
SPLUS-n02s04,566
SPLUS-n02s05,435
SPLUS-n02s06,391
SPLUS-n03n01,248
SPLUS-n03n02,249
SPLUS-n03n03,217
SPLUS-n03n04,320
SPLUS-n03s01,576
SPLUS-n03s02,625
SPLUS-n03s03,620
SPLUS-n03s04,846
SPLUS-n03s05,604
SPLUS-n03s06,470
SPLUS-n04n01,1
SPLUS-n04s01,486
SPLUS-n04s02,412
SPLUS-n04s03,468
SPLUS-n04s04,687
SPLUS-n04s05,563
SPLUS-n04s06,70
SPLUS-n05s02,205
SPLUS-n05s03,382
SPLUS-n05s04,258
SPLUS-n05s05,328
SPLUS-n05s06,3
