Field,n_objects
SPLUS-n01s45,33
SPLUS-n01s46,115
SPLUS-n01s47,130
SPLUS-n01s48,125
SPLUS-n01s49,113
SPLUS-n01s50,155
SPLUS-n01s51,133
SPLUS-n01s52,83
SPLUS-n01s53,69
SPLUS-n01s54,124
SPLUS-n01s55,69
SPLUS-n02n45,35
SPLUS-n02n46,83
SPLUS-n02n47,190
SPLUS-n02n48,199
SPLUS-n02n49,122
SPLUS-n02n50,121
SPLUS-n02n51,103
SPLUS-n02n52,59
SPLUS-n02n53,91
SPLUS-n02n54,75
SPLUS-n02n55,134
SPLUS-n02s45,13
SPLUS-n02s46,176
SPLUS-n02s47,119
SPLUS-n02s48,106
SPLUS-n02s49,119
SPLUS-n02s50,168
SPLUS-n02s51,149
SPLUS-n02s52,89
SPLUS-n02s53,105
SPLUS-n02s54,83
SPLUS-n02s55,88
SPLUS-n03n51,152
SPLUS-n03n52,138
SPLUS-n03n53,84
SPLUS-n03n54,133
SPLUS-n03n55,102
SPLUS-n04n51,183
SPLUS-n04n52,205
SPLUS-n04n53,135
SPLUS-n04n54,119
SPLUS-n04n55,91
SPLUS-n05n50,134
SPLUS-n05n51,111
SPLUS-n05n52,114
SPLUS-n05n53,94
SPLUS-n05n54,72
SPLUS-n05n55,136
SPLUS-n07s55,113
SPLUS-n08s53,123
SPLUS-n09s53,135
SPLUS-n09s54,133
SPLUS-n09s55,88
SPLUS-n10s53,111
SPLUS-n10s54,79
SPLUS-n11s52,105
SPLUS-n11s53,120
SPLUS-n11s54,131
SPLUS-n11s55,203
SPLUS-n12s51,4
SPLUS-n12s52,23
SPLUS-n12s53,56
