field,n_objects
SPLUS-n11s30_predicted,266
SPLUS-n11s31_predicted,14429
SPLUS-n11s32_predicted,44217
SPLUS-n11s33_predicted,43835
SPLUS-n11s34_predicted,44369
SPLUS-n11s35_predicted,8078
SPLUS-n12s29_predicted,25788
SPLUS-n12s30_predicted,46464
SPLUS-n12s31_predicted,74842
SPLUS-n12s32_predicted,72724
SPLUS-n12s33_predicted,54215
SPLUS-n12s34_predicted,44061
SPLUS-n12s35_predicted,3448
SPLUS-n13s29_predicted,28329
SPLUS-n13s30_predicted,59258
SPLUS-n13s31_predicted,53363
SPLUS-n13s32_predicted,58677
SPLUS-n13s33_predicted,50008
SPLUS-n13s34_predicted,47352
SPLUS-n13s35_predicted,43321
SPLUS-n13s36_predicted,89
SPLUS-n14s29_predicted,34868
SPLUS-n14s30_predicted,49042
SPLUS-n14s31_predicted,52349
SPLUS-n14s32_predicted,53208
SPLUS-n14s33_predicted,47260
SPLUS-n14s34_predicted,42201
SPLUS-n14s35_predicted,46065
SPLUS-n15s29_predicted,33776
SPLUS-n15s30_predicted,49593
SPLUS-n15s31_predicted,53174
SPLUS-n15s32_predicted,48546
SPLUS-n15s33_predicted,55523
SPLUS-n15s34_predicted,51198
SPLUS-n15s35_predicted,29035
SPLUS-n16s28_predicted,10438
SPLUS-n16s29_predicted,49210
SPLUS-n16s30_predicted,49939
SPLUS-n16s31_predicted,54736
SPLUS-n16s32_predicted,48661
SPLUS-n16s33_predicted,45499
SPLUS-n16s34_predicted,5358
SPLUS-n17s29_predicted,9027
SPLUS-n17s30_predicted,32312
SPLUS-n17s31_predicted,31886
SPLUS-n17s32_predicted,28825
SPLUS-n17s33_predicted,3396
