field,n_objects
SPLUS-n12s30_predicted,5673
SPLUS-n12s31_predicted,47438
SPLUS-n12s32_predicted,54534
SPLUS-n12s33_predicted,17671
SPLUS-n13s30_predicted,18305
SPLUS-n13s31_predicted,53229
SPLUS-n13s32_predicted,58677
SPLUS-n13s33_predicted,50008
SPLUS-n13s34_predicted,28371
SPLUS-n14s30_predicted,25151
SPLUS-n14s31_predicted,52349
SPLUS-n14s32_predicted,53208
SPLUS-n14s33_predicted,47260
SPLUS-n14s34_predicted,30594
SPLUS-n15s30_predicted,16235
SPLUS-n15s31_predicted,52882
SPLUS-n15s32_predicted,48546
SPLUS-n15s33_predicted,55360
SPLUS-n15s34_predicted,18228
SPLUS-n16s29_predicted,189
SPLUS-n16s30_predicted,17241
SPLUS-n16s31_predicted,30765
SPLUS-n16s32_predicted,14224
