field,n_objects
SPLUS-s24s01,12907
SPLUS-s24s02,7256
SPLUS-s24s03,48
SPLUS-s24s75,5828
SPLUS-s24s76,11483
SPLUS-s25s01,20671
SPLUS-s25s02,20192
SPLUS-s25s03,9864
SPLUS-s25s74,7802
SPLUS-s25s75,18643
SPLUS-s25s76,17634
SPLUS-s26s01,22262
SPLUS-s26s02,20434
SPLUS-s26s03,17350
SPLUS-s26s04,1040
SPLUS-s26s71,219
SPLUS-s26s72,16927
SPLUS-s26s73,19200
SPLUS-s26s74,18660
SPLUS-s27s01,21000
SPLUS-s27s02,20270
SPLUS-s27s03,17411
SPLUS-s27s04,2546
SPLUS-s27s72,18381
SPLUS-s27s73,18632
SPLUS-s28s01,23021
SPLUS-s28s02,19797
SPLUS-s28s03,16845
SPLUS-s28s72,21761
SPLUS-s28s73,19168
SPLUS-s29s01,21591
SPLUS-s29s02,18581
SPLUS-s29s03,6651
SPLUS-s29s71,19125
SPLUS-s30s02,3854
