Field,n_objects
STRIPE82-0015,81
STRIPE82-0019,258
STRIPE82-0021,604
STRIPE82-0022,247
STRIPE82-0023,431
STRIPE82-0024,221
STRIPE82-0027,331
STRIPE82-0028,484
STRIPE82-0030,355
STRIPE82-0031,277
STRIPE82-0033,219
STRIPE82-0034,159
STRIPE82-0035,315
STRIPE82-0036,138
STRIPE82-0037,188
STRIPE82-0038,223
STRIPE82-0039,248
STRIPE82-0040,241
STRIPE82-0042,311
STRIPE82-0044,201
STRIPE82-0045,327
STRIPE82-0046,238
STRIPE82-0047,143
STRIPE82_0016,99
STRIPE82_0017,272
STRIPE82_0018,264
STRIPE82_0020,276
STRIPE82_0025,370
STRIPE82_0026,329
STRIPE82_0029,403
STRIPE82_0032,206
STRIPE82_0041,265
STRIPE82_0043,287
STRIPE82_0048,155
