Field,n_objects
SPLUS-n05s04,137
SPLUS-n05s05,335
SPLUS-n05s06,4
SPLUS-n06s04,292
SPLUS-n06s05,836
SPLUS-n06s06,47
SPLUS-n07s04,67
SPLUS-n07s05,14
