Field,n_objects
SPLUS-n01s37,92
SPLUS-n01s38,52
SPLUS-n02s37,141
SPLUS-n02s38,72
SPLUS-n03s28,5
SPLUS-n03s43,116
SPLUS-n03s44,46
SPLUS-n04s41,105
SPLUS-n04s42,88
SPLUS-n04s43,88
SPLUS-n04s44,98
SPLUS-n05s43,119
SPLUS-n05s44,111
SPLUS-n05s45,147
SPLUS-n06s40,99
SPLUS-n06s41,133
SPLUS-n06s42,123
SPLUS-n06s43,193
SPLUS-n06s44,81
SPLUS-n06s45,131
SPLUS-n07s38,71
SPLUS-n07s39,92
SPLUS-n07s40,164
SPLUS-n07s41,91
SPLUS-n07s42,110
SPLUS-n07s43,148
SPLUS-n07s44,92
SPLUS-n08s37,120
SPLUS-n08s38,116
SPLUS-n08s39,187
SPLUS-n08s40,102
SPLUS-n08s41,132
SPLUS-n08s42,169
SPLUS-n08s43,102
SPLUS-n09s36,121
SPLUS-n09s37,121
SPLUS-n09s38,152
SPLUS-n09s39,202
SPLUS-n09s40,230
SPLUS-n09s41,230
SPLUS-n09s42,285
SPLUS-n09s43,92
SPLUS-n09s44,248
SPLUS-n10s25,155
SPLUS-n10s26,123
SPLUS-n10s29,182
SPLUS-n10s30,286
SPLUS-n10s31,257
SPLUS-n10s32,316
SPLUS-n10s33,240
SPLUS-n10s34,202
SPLUS-n10s35,184
SPLUS-n10s36,170
SPLUS-n10s37,157
SPLUS-n10s38,251
SPLUS-n10s39,202
SPLUS-n10s40,276
SPLUS-n10s41,207
SPLUS-n10s42,224
SPLUS-n10s43,343
SPLUS-n11s24,152
SPLUS-n11s25,103
SPLUS-n11s26,219
SPLUS-n11s27,242
SPLUS-n11s28,141
SPLUS-n11s29,156
SPLUS-n11s30,133
SPLUS-n11s31,130
SPLUS-n11s32,251
SPLUS-n11s33,324
SPLUS-n11s34,207
SPLUS-n11s35,135
SPLUS-n11s36,203
SPLUS-n11s37,189
SPLUS-n11s38,121
SPLUS-n11s39,206
SPLUS-n11s40,196
SPLUS-n11s41,214
SPLUS-n11s42,286
SPLUS-n11s43,271
SPLUS-n11s44,136
SPLUS-n12s22,15
SPLUS-n12s23,128
SPLUS-n12s24,130
SPLUS-n12s25,108
SPLUS-n12s26,188
SPLUS-n12s27,154
SPLUS-n12s28,186
SPLUS-n12s29,122
SPLUS-n12s30,267
SPLUS-n12s31,699
SPLUS-n12s32,315
SPLUS-n12s33,202
SPLUS-n12s34,98
SPLUS-n12s35,205
SPLUS-n12s36,219
SPLUS-n12s37,102
SPLUS-n12s38,187
SPLUS-n12s39,164
SPLUS-n12s40,182
SPLUS-n12s41,204
SPLUS-n12s42,221
SPLUS-n12s46,103
SPLUS-n13s23,96
SPLUS-n13s24,154
SPLUS-n13s25,122
SPLUS-n13s26,155
SPLUS-n13s27,188
SPLUS-n13s28,119
SPLUS-n13s29,223
SPLUS-n13s30,222
SPLUS-n13s31,263
SPLUS-n13s32,345
SPLUS-n13s33,292
SPLUS-n13s34,207
SPLUS-n13s35,186
SPLUS-n13s36,247
SPLUS-n13s37,300
SPLUS-n13s38,170
SPLUS-n13s39,173
SPLUS-n13s40,174
SPLUS-n13s41,243
SPLUS-n13s42,165
SPLUS-n13s43,163
SPLUS-n13s45,155
SPLUS-n13s46,124
SPLUS-n13s47,126
SPLUS-n13s48,201
SPLUS-n13s49,117
SPLUS-n14s23,93
SPLUS-n14s24,127
SPLUS-n14s25,117
SPLUS-n14s26,141
SPLUS-n14s27,192
SPLUS-n14s28,167
SPLUS-n14s29,215
SPLUS-n14s30,175
SPLUS-n14s31,177
SPLUS-n14s32,716
SPLUS-n14s33,259
SPLUS-n14s34,150
SPLUS-n14s35,243
SPLUS-n14s36,276
SPLUS-n14s37,195
SPLUS-n14s38,202
SPLUS-n14s39,166
SPLUS-n14s40,189
SPLUS-n14s41,153
SPLUS-n14s42,167
SPLUS-n14s43,146
SPLUS-n14s44,177
SPLUS-n14s45,184
SPLUS-n14s46,166
