Field,n_objects
SPLUS-n10s35,3
SPLUS-n10s36,10
SPLUS-n11s34,44
SPLUS-n11s35,117
SPLUS-n11s36,203
SPLUS-n11s37,153
SPLUS-n11s38,32
SPLUS-n12s32,13
SPLUS-n12s33,186
SPLUS-n12s34,98
SPLUS-n12s35,205
SPLUS-n12s36,219
SPLUS-n12s37,89
SPLUS-n12s38,4
SPLUS-n13s33,227
SPLUS-n13s34,207
SPLUS-n13s35,186
SPLUS-n13s36,247
SPLUS-n13s37,300
SPLUS-n13s38,107
SPLUS-n14s33,167
SPLUS-n14s34,150
SPLUS-n14s35,243
SPLUS-n14s36,276
SPLUS-n14s37,195
SPLUS-n14s38,64
SPLUS-n15s33,49
SPLUS-n15s34,211
SPLUS-n15s35,192
SPLUS-n15s36,110
SPLUS-n15s37,75
SPLUS-n16s33,38
SPLUS-n16s34,44
SPLUS-n16s35,17
