field,n_objects
SPLUS-n01s01_predicted,42870
SPLUS-n01s02_predicted,39674
SPLUS-n01s03_predicted,52278
SPLUS-n01s04_predicted,43726
SPLUS-n01s05_predicted,39065
SPLUS-n01s06_predicted,40966
SPLUS-n01s07_predicted,112
SPLUS-n02n01_predicted,48420
SPLUS-n02n02_predicted,40027
SPLUS-n02n03_predicted,43028
SPLUS-n02n04_predicted,41100
SPLUS-n02n05_predicted,40729
SPLUS-n02s01_predicted,48875
SPLUS-n02s02_predicted,46527
SPLUS-n02s03_predicted,39016
SPLUS-n02s04_predicted,36768
SPLUS-n02s05_predicted,43117
SPLUS-n02s06_predicted,40767
SPLUS-n02s07_predicted,2042
SPLUS-n03n01_predicted,33809
SPLUS-n03n02_predicted,38725
SPLUS-n03n03_predicted,36563
SPLUS-n03n04_predicted,33699
SPLUS-n03s01_predicted,40155
SPLUS-n03s02_predicted,47822
SPLUS-n03s03_predicted,42041
SPLUS-n03s04_predicted,49567
SPLUS-n03s05_predicted,41750
SPLUS-n03s06_predicted,30676
SPLUS-n04n01_predicted,683
SPLUS-n04s01_predicted,43399
SPLUS-n04s02_predicted,46944
SPLUS-n04s03_predicted,38336
SPLUS-n04s04_predicted,46137
SPLUS-n04s05_predicted,48073
SPLUS-n04s06_predicted,11366
SPLUS-n05s01_predicted,831
SPLUS-n05s02_predicted,17412
SPLUS-n05s03_predicted,38589
SPLUS-n05s04_predicted,34336
SPLUS-n05s05_predicted,18712
SPLUS-n05s06_predicted,1146
