ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member,z_offset
359.276494,-34.758854,0.04793,0.00011,14369.053,32.97717,0.014,0.048684,-401.12,0,-0.0014040000000000025
359.276232,-34.745968,0.05234,0.00015,15691.137,44.968869,0.020002,0.069556,858.808,0,0.003005999999999995
359.290125,-34.748028,0.04849,0.00014,14536.936,41.970944,0.028049,0.09754,-241.129,0,-0.0008440000000000045
359.267272,-34.803266,0.05002,0.00011,14995.619,32.97717,0.043171,0.150125,195.989,0,0.0006859999999999991
359.326014,-34.747274,0.05194,0.00015,15571.22,44.968869,0.056172,0.195335,744.529,0,0.002605999999999997
359.293,-34.817,0.049632,0.000333,14879.299,99.830889,0.062764,0.218258,85.138,0,0.00029799999999999965
359.335853,-34.770703,0.04656,0.00027,13958.337,80.943964,0.063477,0.220738,-792.526,0,-0.0027740000000000056
359.315418,-34.715074,0.05468,0.00012,16392.652,35.975095,0.064601,0.224647,1527.341,0,0.005345999999999997
359.255792,-34.832318,0.05223,0.00017,15658.16,50.964718,0.071825,0.249769,827.381,0,0.002895999999999996
359.168605,-34.76271,0.04433,0.00023,13289.8,68.952265,0.074771,0.260011,-1429.632,0,-0.0050040000000000015
359.209386,-34.823404,0.05302,0.0002,15894.996,59.958492,0.075165,0.261383,1053.082,0,0.003685999999999995
359.303109,-34.691081,0.04726,0.00021,14168.192,62.956416,0.078142,0.271734,-592.537,0,-0.0020739999999999995
359.319053,-34.83282,0.04928,0.00018,14773.772,53.962642,0.087228,0.303331,-15.428,0,-5.400000000000543e-05
359.176669,-34.702989,0.05139,0.00014,15406.334,41.970944,0.089186,0.310137,587.395,0,0.0020559999999999953
359.152469,-34.740885,0.05134,6e-05,15391.345,17.987547,0.090169,0.313557,573.11,0,0.002005999999999994
359.2551,-34.667878,0.04201,0.00032,12594.281,95.933587,0.092755,0.32255,-2092.451,0,-0.007324000000000004
359.336955,-34.689957,0.04327,0.00015,12972.02,44.968869,0.095003,0.330366,-1732.472,0,-0.006064
359.252809,-34.858362,0.04617,0.00021,13841.418,62.956416,0.09796,0.34065,-903.948,0,-0.003164
359.167381,-34.822922,0.04686,0.00014,14048.275,41.970944,0.098114,0.341186,-706.816,0,-0.002474000000000004
359.182346,-34.680037,0.04555,0.0001,13655.546,29.979246,0.102518,0.356501,-1081.081,0,-0.0037840000000000026
359.194589,-34.671249,0.05541,0.00011,16611.5,32.97717,0.104054,0.361842,1735.9,0,0.006075999999999998
359.195976,-34.856198,0.04958,0.00013,14863.71,38.97302,0.108982,0.378978,70.282,0,0.0002459999999999962
359.147519,-34.701175,0.05442,0.00014,16314.706,41.970944,0.109554,0.380968,1453.059,0,0.005086
359.344756,-34.673015,0.05325,0.0003,15963.948,89.937737,0.112075,0.389733,1118.793,0,0.003915999999999996
359.146081,-34.823124,0.04492,0.00039,13466.677,99.99,0.112289,0.390477,-1261.07,0,-0.004414000000000001
359.386442,-34.807302,0.04344,4e-05,13022.984,11.991698,0.114224,0.397207,-1683.903,0,-0.005894000000000003
359.120216,-34.75577,0.05265,0.00021,15784.073,62.956416,0.114594,0.398492,947.374,0,0.0033159999999999995
359.118825,-34.775464,0.04868,9e-05,14593.897,26.981321,0.116593,0.405444,-186.846,0,-0.0006540000000000018
359.132114,-34.825295,0.05131,0.00027,15382.351,80.943964,0.123112,0.428115,564.539,0,0.0019759999999999986
359.16915,-34.658536,0.05369,0.00018,16095.857,53.962642,0.126207,0.438877,1244.5,0,0.004355999999999999
359.155457,-34.660486,0.04872,0.00017,14605.889,50.964718,0.131652,0.45781,-175.418,0,-0.0006140000000000034
359.365861,-34.650512,0.04816,0.00021,14438.005,62.956416,0.140479,0.488507,-335.409,0,-0.0011740000000000014
359.4355,-34.750056,0.04579,0.00018,13727.497,53.962642,0.144907,0.503905,-1012.513,0,-0.0035440000000000055
359.434949,-34.711306,0.05135,0.00016,15394.343,47.966793,0.15226,0.529473,575.967,0,0.002015999999999997
