field,n_objects
SPLUS-s24s27_predicted,477
SPLUS-s24s28_predicted,36919
SPLUS-s24s29_predicted,47508
SPLUS-s24s31_predicted,42307
SPLUS-s24s32_predicted,39919
SPLUS-s24s33_predicted,36971
SPLUS-s24s34_predicted,45408
SPLUS-s24s35_predicted,38898
SPLUS-s24s36_predicted,50025
SPLUS-s24s37_predicted,50118
SPLUS-s24s38_predicted,37611
SPLUS-s24s39_predicted,54276
SPLUS-s24s40_predicted,44722
SPLUS-s24s41_predicted,46131
SPLUS-s24s42_predicted,50220
SPLUS-s24s43_predicted,46299
SPLUS-s24s44_predicted,14066
SPLUS-s25s27_predicted,26806
SPLUS-s25s28_predicted,38821
SPLUS-s25s29_predicted,41938
SPLUS-s25s30_predicted,50894
SPLUS-s25s31_predicted,50330
SPLUS-s25s32_predicted,45883
SPLUS-s25s33_predicted,52185
SPLUS-s25s34_predicted,37247
SPLUS-s25s35_predicted,55441
SPLUS-s25s36_predicted,50859
SPLUS-s25s37_predicted,41062
SPLUS-s25s38_predicted,52166
SPLUS-s25s39_predicted,40966
SPLUS-s25s40_predicted,39557
SPLUS-s25s41_predicted,38326
SPLUS-s25s42_predicted,46290
SPLUS-s25s43_predicted,43595
SPLUS-s25s44_predicted,12555
SPLUS-s26s26_predicted,10494
SPLUS-s26s27_predicted,41086
SPLUS-s26s28_predicted,41504
SPLUS-s26s29_predicted,38860
SPLUS-s26s30_predicted,49201
SPLUS-s26s31_predicted,42837
SPLUS-s26s32_predicted,34235
SPLUS-s26s33_predicted,44376
SPLUS-s26s34_predicted,46859
SPLUS-s26s35_predicted,48027
SPLUS-s26s36_predicted,48880
SPLUS-s26s37_predicted,37909
SPLUS-s26s38_predicted,50304
SPLUS-s26s39_predicted,57414
SPLUS-s26s40_predicted,45430
SPLUS-s26s41_predicted,40615
SPLUS-s26s42_predicted,47487
SPLUS-s26s43_predicted,45578
SPLUS-s26s44_predicted,339
SPLUS-s27s26_predicted,36849
SPLUS-s27s27_predicted,43748
SPLUS-s27s28_predicted,45384
SPLUS-s27s29_predicted,41204
SPLUS-s27s30_predicted,44607
SPLUS-s27s31_predicted,47195
SPLUS-s27s32_predicted,44941
SPLUS-s27s33_predicted,49733
SPLUS-s27s34_predicted,46138
SPLUS-s27s35_predicted,50466
SPLUS-s27s36_predicted,43307
SPLUS-s27s37_predicted,37235
SPLUS-s27s38_predicted,51543
SPLUS-s27s39_predicted,40576
SPLUS-s27s40_predicted,48985
