field,n_objects
STRIPE82_0041_predicted,4382
STRIPE82_0042_predicted,9011
STRIPE82_0043_predicted,57803
STRIPE82_0044_predicted,50250
STRIPE82_0045_predicted,48063
STRIPE82_0046_predicted,36917
STRIPE82_0047_predicted,35743
STRIPE82_0048_predicted,52000
STRIPE82_0049_predicted,56202
STRIPE82_0050_predicted,46638
STRIPE82_0051_predicted,60614
STRIPE82_0052_predicted,36944
STRIPE82_0053_predicted,49202
STRIPE82_0054_predicted,45408
STRIPE82_0055_predicted,44698
STRIPE82_0056_predicted,54176
STRIPE82_0057_predicted,52219
STRIPE82_0058_predicted,45419
STRIPE82_0059_predicted,54916
STRIPE82_0060_predicted,34324
STRIPE82_0061_predicted,57125
STRIPE82_0062_predicted,40950
STRIPE82_0063_predicted,40792
STRIPE82_0064_predicted,52342
STRIPE82_0065_predicted,40570
STRIPE82_0066_predicted,44768
STRIPE82_0067_predicted,26402
STRIPE82_0068_predicted,39512
