field,n_objects
SPLUS-n12s30_predicted,4053
SPLUS-n12s31_predicted,42244
SPLUS-n12s32_predicted,49881
SPLUS-n12s33_predicted,14550
SPLUS-n13s30_predicted,14659
SPLUS-n13s31_predicted,52634
SPLUS-n13s32_predicted,58677
SPLUS-n13s33_predicted,50008
SPLUS-n13s34_predicted,25301
SPLUS-n14s30_predicted,22387
SPLUS-n14s31_predicted,52349
SPLUS-n14s32_predicted,53208
SPLUS-n14s33_predicted,47260
SPLUS-n14s34_predicted,28120
SPLUS-n15s30_predicted,13169
SPLUS-n15s31_predicted,52239
SPLUS-n15s32_predicted,48546
SPLUS-n15s33_predicted,54828
SPLUS-n15s34_predicted,14996
SPLUS-n16s30_predicted,14049
SPLUS-n16s31_predicted,27713
SPLUS-n16s32_predicted,11290
