field,n_objects
HYDRA-0044_predicted,18123
HYDRA-0045_predicted,14743
HYDRA-0050_predicted,14512
HYDRA-0052_predicted,71670
HYDRA-0053_predicted,64955
HYDRA-0055_predicted,78560
HYDRA-0056_predicted,46811
HYDRA-0061_predicted,78544
HYDRA-0062_predicted,61800
HYDRA-0064_predicted,61971
HYDRA-0069_predicted,75728
HYDRA-0070_predicted,65920
HYDRA-0075_predicted,60657
HYDRA-0077_predicted,87169
HYDRA-0084_predicted,66973
HYDRA-0085_predicted,63777
HYDRA-0086_predicted,81740
HYDRA-0093_predicted,85323
HYDRA-0095_predicted,70468
HYDRA-0096_predicted,76928
HYDRA-0102_predicted,71806
HYDRA-0103_predicted,93086
HYDRA-0104_predicted,96799
HYDRA-0111_predicted,77767
HYDRA-0112_predicted,109588
HYDRA-0120_predicted,78695
HYDRA-0121_predicted,111217
HYDRA-0129_predicted,9739
HYDRA-0136_predicted,1725
HYDRA-D-0001_predicted,106461
HYDRA-D-0002_predicted,88608
HYDRA-D-0003_predicted,101303
HYDRA-D-0004_predicted,90423
HYDRA_0042_predicted,5656
HYDRA_0043_predicted,19593
HYDRA_0046_predicted,279
HYDRA_0051_predicted,48433
HYDRA_0054_predicted,84048
HYDRA_0057_predicted,7731
HYDRA_0059_predicted,41736
HYDRA_0060_predicted,80557
HYDRA_0063_predicted,71981
HYDRA_0065_predicted,55447
HYDRA_0066_predicted,64458
HYDRA_0067_predicted,46747
HYDRA_0068_predicted,78198
HYDRA_0071_predicted,82312
HYDRA_0072_predicted,63080
HYDRA_0073_predicted,76003
HYDRA_0074_predicted,76282
HYDRA_0076_predicted,61708
HYDRA_0078_predicted,84642
HYDRA_0079_predicted,84706
HYDRA_0080_predicted,86298
HYDRA_0081_predicted,62503
HYDRA_0082_predicted,81606
HYDRA_0083_predicted,72470
HYDRA_0087_predicted,71573
HYDRA_0088_predicted,91643
HYDRA_0089_predicted,78192
HYDRA_0091_predicted,81709
HYDRA_0092_predicted,72692
HYDRA_0094_predicted,79389
HYDRA_0097_predicted,74188
HYDRA_0098_predicted,85430
HYDRA_0099_predicted,76725
HYDRA_0100_predicted,81981
HYDRA_0101_predicted,81477
HYDRA_0105_predicted,94079
HYDRA_0106_predicted,69023
HYDRA_0107_predicted,68120
HYDRA_0108_predicted,86114
HYDRA_0109_predicted,89831
HYDRA_0110_predicted,76553
HYDRA_0113_predicted,114865
HYDRA_0114_predicted,90224
HYDRA_0115_predicted,105398
HYDRA_0116_predicted,98794
HYDRA_0117_predicted,79582
HYDRA_0118_predicted,100003
HYDRA_0119_predicted,77419
HYDRA_0122_predicted,109639
HYDRA_0123_predicted,103974
HYDRA_0124_predicted,103119
HYDRA_0125_predicted,88544
HYDRA_0126_predicted,109944
HYDRA_0127_predicted,117360
HYDRA_0128_predicted,39777
HYDRA_0130_predicted,87540
HYDRA_0131_predicted,116492
HYDRA_0132_predicted,118000
HYDRA_0133_predicted,100776
HYDRA_0134_predicted,98828
HYDRA_0135_predicted,57258
HYDRA_0139_predicted,8083
HYDRA_0140_predicted,24249
HYDRA_0141_predicted,38020
HYDRA_0142_predicted,16553
