field,n_objects
SPLUS-s29s09_predicted,3952
SPLUS-s31s10_predicted,39609
SPLUS-s32s14_predicted,43357
SPLUS-s33s06_predicted,39768
SPLUS-s34s04_predicted,15466
SPLUS-s34s10_predicted,57115
SPLUS-s34s11_predicted,44905
SPLUS-s34s15_predicted,46169
SPLUS-s35s09_predicted,59137
SPLUS-s35s10_predicted,58123
SPLUS-s35s11_predicted,48632
SPLUS-s36s09_predicted,68061
SPLUS-s36s10_predicted,56664
SPLUS-s36s11_predicted,57698
SPLUS-s37s09_predicted,58378
SPLUS-s37s10_predicted,52037
SPLUS-s38s05_predicted,45724
