field,n_objects
SPLUS-s41s25_predicted,3669
SPLUS-s41s26_predicted,16054
SPLUS-s41s27_predicted,16092
SPLUS-s41s28_predicted,3672
SPLUS-s42s23_predicted,3214
SPLUS-s42s24_predicted,36459
SPLUS-s42s25_predicted,51383
SPLUS-s42s26_predicted,43048
SPLUS-s42s27_predicted,48114
SPLUS-s42s28_predicted,12677
SPLUS-s43s22_predicted,12934
SPLUS-s43s23_predicted,40009
SPLUS-s43s24_predicted,40217
SPLUS-s43s25_predicted,50509
SPLUS-s43s26_predicted,39554
SPLUS-s43s27_predicted,41112
SPLUS-s43s28_predicted,4608
SPLUS-s44s21_predicted,7577
SPLUS-s44s22_predicted,48422
SPLUS-s44s23_predicted,46904
SPLUS-s44s24_predicted,49293
SPLUS-s44s25_predicted,47111
SPLUS-s44s26_predicted,49986
SPLUS-s44s27_predicted,18347
SPLUS-s45s21_predicted,37492
SPLUS-s45s22_predicted,33366
SPLUS-s45s23_predicted,48295
SPLUS-s45s24_predicted,50616
SPLUS-s45s25_predicted,42891
SPLUS-s45s26_predicted,21149
SPLUS-s46s20_predicted,4424
SPLUS-s46s21_predicted,45245
SPLUS-s46s22_predicted,44164
SPLUS-s46s23_predicted,41750
SPLUS-s46s24_predicted,44724
SPLUS-s46s25_predicted,8535
