Field,n_objects
STRIPE82-0044,81
STRIPE82-0045,354
STRIPE82-0046,257
STRIPE82-0047,201
STRIPE82-0050,180
STRIPE82-0051,216
STRIPE82-0052,165
STRIPE82-0053,297
STRIPE82-0057,253
STRIPE82-0058,279
STRIPE82-0059,360
STRIPE82-0060,274
STRIPE82-0062,239
STRIPE82-0063,285
STRIPE82-0066,336
STRIPE82-0068,393
STRIPE82-0069,284
STRIPE82_0043,60
STRIPE82_0048,300
STRIPE82_0049,146
STRIPE82_0054,204
STRIPE82_0055,288
STRIPE82_0056,300
STRIPE82_0061,397
STRIPE82_0064,262
STRIPE82_0065,276
STRIPE82_0067,391
STRIPE82_0070,227
STRIPE82_0071,19
STRIPE82_0072,70
