field,n_objects
SPLUS-s20s02,6623
SPLUS-s20s03,8211
SPLUS-s20s04,5985
SPLUS-s20s05,22
SPLUS-s21s01,12750
SPLUS-s21s02,17908
SPLUS-s21s03,16420
SPLUS-s21s04,17350
SPLUS-s21s05,6431
SPLUS-s21s49,6
SPLUS-s22s01,22672
SPLUS-s22s02,18168
SPLUS-s22s03,16785
SPLUS-s22s04,17435
SPLUS-s22s05,13992
SPLUS-s22s49,2238
SPLUS-s23s01,18732
SPLUS-s23s02,18074
SPLUS-s23s03,18351
SPLUS-s23s04,17115
SPLUS-s23s05,11945
SPLUS-s23s49,2029
SPLUS-s24s01,12795
SPLUS-s24s02,18956
SPLUS-s24s03,18474
SPLUS-s24s04,17328
SPLUS-s24s05,4722
SPLUS-s25s01,622
SPLUS-s25s02,7582
SPLUS-s25s03,8864
SPLUS-s25s04,3710
