Field,n_objects
SPLUS-n14s34,7
SPLUS-n14s35,80
SPLUS-n14s36,143
SPLUS-n14s37,140
SPLUS-n14s38,184
SPLUS-n14s39,155
SPLUS-n14s40,172
SPLUS-n14s41,120
SPLUS-n14s42,106
SPLUS-n14s43,51
SPLUS-n14s44,10
SPLUS-n15s32,66
SPLUS-n15s33,190
SPLUS-n15s34,230
SPLUS-n15s35,200
SPLUS-n15s36,116
SPLUS-n15s37,144
SPLUS-n15s38,129
SPLUS-n15s39,113
SPLUS-n15s40,305
SPLUS-n15s41,194
SPLUS-n15s42,144
SPLUS-n15s43,131
SPLUS-n15s44,171
SPLUS-n15s45,101
SPLUS-n15s46,12
SPLUS-n16s29,7
SPLUS-n16s30,123
SPLUS-n16s31,285
SPLUS-n16s32,402
SPLUS-n16s33,380
SPLUS-n16s34,250
SPLUS-n16s35,193
SPLUS-n16s36,220
SPLUS-n16s37,201
SPLUS-n16s38,322
SPLUS-n16s39,331
SPLUS-n16s40,210
SPLUS-n16s41,203
SPLUS-n16s42,189
SPLUS-n16s43,177
SPLUS-n16s44,212
SPLUS-n16s45,178
SPLUS-n16s46,57
SPLUS-n17s28,31
SPLUS-n17s29,249
SPLUS-n17s30,298
SPLUS-n17s31,286
SPLUS-n17s32,309
SPLUS-n17s33,315
SPLUS-n17s34,338
SPLUS-n17s35,282
SPLUS-n17s36,232
SPLUS-n17s37,210
SPLUS-n17s38,172
SPLUS-n17s39,230
SPLUS-n17s40,184
SPLUS-n17s41,135
SPLUS-n17s42,205
SPLUS-n17s43,217
SPLUS-n17s44,207
SPLUS-n17s45,183
SPLUS-n17s46,137
SPLUS-n17s47,54
SPLUS-n18s29,233
SPLUS-n18s30,380
SPLUS-n18s31,333
SPLUS-n18s32,256
SPLUS-n18s33,354
SPLUS-n18s34,262
SPLUS-n18s35,279
SPLUS-n18s36,214
SPLUS-n18s37,410
SPLUS-n18s38,163
SPLUS-n18s39,254
SPLUS-n18s40,204
SPLUS-n18s41,231
SPLUS-n18s42,328
SPLUS-n18s43,259
SPLUS-n18s44,297
SPLUS-n18s45,164
SPLUS-n18s46,219
SPLUS-n18s47,177
SPLUS-n18s48,38
SPLUS-n19s19,217
SPLUS-n19s20,247
SPLUS-n19s21,288
SPLUS-n19s22,364
SPLUS-n19s23,301
SPLUS-n19s24,346
SPLUS-n19s25,313
SPLUS-n19s26,396
SPLUS-n19s27,258
SPLUS-n19s28,248
SPLUS-n19s29,273
SPLUS-n19s30,181
SPLUS-n19s31,244
SPLUS-n19s32,173
SPLUS-n19s33,232
SPLUS-n19s34,169
SPLUS-n19s35,151
SPLUS-n19s36,172
SPLUS-n19s37,177
SPLUS-n19s38,258
SPLUS-n19s39,14
SPLUS-n20s16,128
SPLUS-n20s18,187
SPLUS-n20s19,251
SPLUS-n20s20,277
SPLUS-n20s21,378
SPLUS-n20s22,225
SPLUS-n20s23,279
SPLUS-n20s24,292
SPLUS-n20s25,372
SPLUS-n20s26,411
SPLUS-n20s27,290
SPLUS-n20s28,245
SPLUS-n20s29,222
SPLUS-n20s30,296
SPLUS-n20s31,316
SPLUS-n20s32,297
SPLUS-n20s33,180
SPLUS-n20s34,184
SPLUS-n20s35,174
SPLUS-n20s36,161
SPLUS-n20s37,219
SPLUS-n20s38,284
SPLUS-n20s39,56
