field,n_objects
SPLUS-s24s01_predicted,36829
SPLUS-s24s02_predicted,27047
SPLUS-s24s03_predicted,2328
SPLUS-s24s74_predicted,1238
SPLUS-s24s75_predicted,19957
SPLUS-s24s76_predicted,32232
SPLUS-s25s01_predicted,39960
SPLUS-s25s02_predicted,45298
SPLUS-s25s03_predicted,30917
SPLUS-s25s04_predicted,245
SPLUS-s25s74_predicted,27590
SPLUS-s25s75_predicted,51717
SPLUS-s25s76_predicted,45706
SPLUS-s26s01_predicted,52212
SPLUS-s26s02_predicted,46280
SPLUS-s26s03_predicted,37206
SPLUS-s26s04_predicted,8035
SPLUS-s26s71_predicted,4543
SPLUS-s26s72_predicted,42857
SPLUS-s26s73_predicted,50264
SPLUS-s26s74_predicted,50352
SPLUS-s27s01_predicted,39719
SPLUS-s27s02_predicted,42541
SPLUS-s27s03_predicted,47886
SPLUS-s27s04_predicted,16073
SPLUS-s27s72_predicted,45014
SPLUS-s27s73_predicted,43096
SPLUS-s28s01_predicted,57984
SPLUS-s28s02_predicted,51116
SPLUS-s28s03_predicted,47377
SPLUS-s28s72_predicted,49495
SPLUS-s28s73_predicted,46998
SPLUS-s29s01_predicted,50109
SPLUS-s29s02_predicted,48869
SPLUS-s29s03_predicted,20329
SPLUS-s29s71_predicted,38246
SPLUS-s30s02_predicted,14947
SPLUS-s30s03_predicted,580
