field,n_objects
SPLUS-s24s01_predicted,164
SPLUS-s24s02_predicted,295
SPLUS-s25s01_predicted,34924
SPLUS-s25s02_predicted,40561
SPLUS-s25s03_predicted,26778
SPLUS-s25s04_predicted,4589
SPLUS-s25s75_predicted,3086
SPLUS-s25s76_predicted,26234
SPLUS-s26s01_predicted,52212
SPLUS-s26s02_predicted,46280
SPLUS-s26s03_predicted,37350
SPLUS-s26s04_predicted,28461
SPLUS-s26s05_predicted,286
SPLUS-s26s72_predicted,143
SPLUS-s26s73_predicted,33415
SPLUS-s26s74_predicted,50352
SPLUS-s27s01_predicted,39719
SPLUS-s27s02_predicted,42541
SPLUS-s27s03_predicted,47886
SPLUS-s27s04_predicted,47562
SPLUS-s27s72_predicted,44670
SPLUS-s27s73_predicted,43096
SPLUS-s28s01_predicted,57984
SPLUS-s28s02_predicted,51116
SPLUS-s28s03_predicted,48120
SPLUS-s28s72_predicted,49495
SPLUS-s28s73_predicted,46998
SPLUS-s29s01_predicted,50109
SPLUS-s29s02_predicted,48869
SPLUS-s29s03_predicted,38527
SPLUS-s29s71_predicted,38246
SPLUS-s30s02_predicted,40242
SPLUS-s30s03_predicted,36839
