field,n_objects
SPLUS-n01s47,5728
SPLUS-n01s48,22843
SPLUS-n01s49,26667
SPLUS-n01s50,25795
SPLUS-n01s51,23655
SPLUS-n01s52,23283
SPLUS-n01s53,23686
SPLUS-n01s54,23862
SPLUS-n01s55,25718
SPLUS-n02n47,16556
SPLUS-n02n48,26701
SPLUS-n02n49,24919
SPLUS-n02n50,24828
SPLUS-n02n51,23123
SPLUS-n02n52,21338
SPLUS-n02n53,21776
SPLUS-n02n54,23342
SPLUS-n02n55,25169
SPLUS-n02s48,11960
SPLUS-n02s49,22799
SPLUS-n02s50,23999
SPLUS-n02s51,26578
SPLUS-n02s52,25853
SPLUS-n02s53,24629
SPLUS-n02s54,25100
SPLUS-n02s55,25398
SPLUS-n03n51,21177
SPLUS-n03n52,21453
SPLUS-n03n53,21505
SPLUS-n03n54,24264
SPLUS-n03n55,22976
SPLUS-n04n51,22641
SPLUS-n04n52,22432
SPLUS-n04n53,21955
SPLUS-n04n54,23647
SPLUS-n04n55,24949
SPLUS-n05n50,24439
SPLUS-n05n51,24739
SPLUS-n05n52,22280
SPLUS-n05n53,20683
SPLUS-n05n54,22677
SPLUS-n05n55,24898
