field,n_objects
SPLUS-n05s07,2733
SPLUS-n05s08,9008
SPLUS-n05s09,6426
SPLUS-n05s10,298
SPLUS-n06s06,3177
SPLUS-n06s07,19357
SPLUS-n06s08,19662
SPLUS-n06s09,20769
SPLUS-n06s10,13749
SPLUS-n07s05,279
SPLUS-n07s06,20591
SPLUS-n07s07,19991
SPLUS-n07s08,21511
SPLUS-n07s09,20273
SPLUS-n07s10,15179
SPLUS-n08s05,8383
SPLUS-n08s06,22117
SPLUS-n08s07,20829
SPLUS-n08s08,21543
SPLUS-n08s09,20250
SPLUS-n08s10,3630
SPLUS-n09s06,6573
SPLUS-n09s07,20880
SPLUS-n09s08,21274
SPLUS-n09s09,22743
SPLUS-n09s10,4961
SPLUS-n10s06,71
SPLUS-n10s07,4992
SPLUS-n10s08,5593
