field,n_objects
SPLUS-n11s31,5718
SPLUS-n11s32,17451
SPLUS-n11s33,18627
SPLUS-n11s34,13500
SPLUS-n11s35,1851
SPLUS-n12s29,9151
SPLUS-n12s30,21798
SPLUS-n12s31,25898
SPLUS-n12s32,25268
SPLUS-n12s33,24331
SPLUS-n12s34,18572
SPLUS-n12s35,254
SPLUS-n13s29,11051
SPLUS-n13s30,25661
SPLUS-n13s31,23980
SPLUS-n13s32,24794
SPLUS-n13s33,23785
SPLUS-n13s34,22829
SPLUS-n13s35,17356
SPLUS-n14s29,14403
SPLUS-n14s30,23528
SPLUS-n14s31,24469
SPLUS-n14s32,25959
SPLUS-n14s33,23366
SPLUS-n14s34,22038
SPLUS-n14s35,18472
SPLUS-n15s29,13326
SPLUS-n15s30,22840
SPLUS-n15s31,24546
SPLUS-n15s32,24380
SPLUS-n15s33,22927
SPLUS-n15s34,24244
SPLUS-n15s35,11212
SPLUS-n16s28,1998
SPLUS-n16s29,22822
SPLUS-n16s30,24261
SPLUS-n16s31,24167
SPLUS-n16s32,22457
SPLUS-n16s33,18769
SPLUS-n16s34,647
SPLUS-n17s29,2320
SPLUS-n17s30,12603
SPLUS-n17s31,14595
SPLUS-n17s32,9609
SPLUS-n17s33,391
