field,n_objects
STRIPE82-0107,178
STRIPE82-0108,16935
STRIPE82-0109,22106
STRIPE82-0110,42988
STRIPE82-0113,37260
STRIPE82-0114,23583
STRIPE82-0115,30430
STRIPE82-0116,33833
STRIPE82-0117,7206
STRIPE82-0118,30901
STRIPE82-0120,561
STRIPE82_0111,38728
STRIPE82_0112,28453
ZWII108-001,40072
ZWII108-002,41007
ZWII108-003,37719
ZWII108-006,23436
ZWII108-007,25028
