field,n_objects
SPLUS-s32s51_predicted,41739
SPLUS-s32s52_predicted,1825
SPLUS-s33s48_predicted,50680
SPLUS-s33s49_predicted,56930
SPLUS-s33s50_predicted,55286
SPLUS-s33s51_predicted,36609
SPLUS-s34s47_predicted,49005
SPLUS-s34s48_predicted,56093
SPLUS-s34s49_predicted,57641
SPLUS-s34s50_predicted,48256
SPLUS-s35s45_predicted,51216
SPLUS-s35s46_predicted,53534
SPLUS-s35s47_predicted,50605
SPLUS-s35s48_predicted,59771
SPLUS-s35s49_predicted,20106
SPLUS-s36s48_predicted,11242
SPLUS-s37s44_predicted,2272
