field,n_objects
SPLUS-s18s22,19701
SPLUS-s18s23,11779
SPLUS-s18s24,670
SPLUS-s19s22,34229
SPLUS-s19s23,32090
SPLUS-s19s24,26340
SPLUS-s19s25,8191
SPLUS-s20s22,36342
SPLUS-s20s23,28996
SPLUS-s20s24,30316
SPLUS-s20s25,29328
SPLUS-s20s26,6652
SPLUS-s21s21,31562
SPLUS-s21s22,30844
SPLUS-s21s23,28194
SPLUS-s21s24,24388
SPLUS-s21s25,52
SPLUS-s22s21,32094
SPLUS-s22s22,28679
SPLUS-s22s23,25496
SPLUS-s22s24,25367
SPLUS-s22s25,8859
SPLUS-s23s21,32995
SPLUS-s23s22,27745
SPLUS-s23s23,27274
SPLUS-s23s24,26907
SPLUS-s23s25,13719
SPLUS-s24s49,31766
SPLUS-s24s50,26573
SPLUS-s24s51,26729
SPLUS-s24s52,10671
SPLUS-s25s49,31748
SPLUS-s25s50,27689
SPLUS-s25s51,20940
SPLUS-s25s52,2573
SPLUS-s26s48,9066
SPLUS-s26s49,1457
