ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member
19.72338,-1.001989,0.045257,1.3e-05,13567.707,3.897302,3.9e-05,0.000126,16.349,0
19.7055,-0.997184,0.044992,2.2e-05,13488.262,6.595434,0.018472,0.059152,-59.66,0
19.751096,-0.99675,0.04448,2.5e-05,13334.769,7.494811,0.028238,0.090423,-206.516,0
19.734264,-0.973723,0.043517,1.9e-05,13046.068,5.696057,0.030293,0.097003,-482.731,0
19.741236,-0.960575,0.043114,2.4e-05,12925.252,7.195019,0.045104,0.144432,-598.323,0
19.669658,-1.009726,0.046085,1.7e-05,13815.935,5.096472,0.054232,0.17366,253.843,0
19.785328,-1.00611,0.047037,3e-05,14101.338,8.993774,0.062114,0.1989,526.903,0
19.787505,-0.988921,0.045646,2.3e-05,13684.327,6.895227,0.065469,0.209642,127.925,0
19.664999,-1.037669,0.046175,2.3e-05,13842.917,6.895227,0.068386,0.218984,279.657,0
19.655416,-0.990059,0.046976,9e-06,14083.051,2.698132,0.068954,0.220802,509.406,0
19.668801,-1.065009,0.044137,1.2e-05,13231.94,3.597509,0.083346,0.266889,-304.898,0
19.754458,-0.921833,0.047751,1.6e-05,14315.39,4.796679,0.085973,0.2753,731.698,0
19.81449,-1.025705,0.047443,1.2e-05,14223.054,3.597509,0.094172,0.301555,643.355,0
19.631291,-1.030287,0.043059,5e-06,12908.763,1.498962,0.096292,0.308344,-614.098,0
19.789,-0.927,0.044735,2.7e-05,13411.216,8.094396,0.099657,0.319119,-133.375,0
19.805992,-1.084285,0.046094,1.6e-05,13818.634,4.796679,0.116633,0.373479,256.424,0
19.814402,-0.926971,0.043032,3.3e-05,12900.669,9.893151,0.117964,0.377743,-621.843,0
19.615743,-1.057532,0.045083,1.6e-05,13515.543,4.796679,0.121079,0.387717,-33.559,0
19.73802,-0.866164,0.043818,1e-05,13136.306,2.997925,0.136606,0.437435,-396.396,0
19.598416,-1.057984,0.046536,1.8e-05,13951.142,5.396264,0.136888,0.438339,383.202,0
19.814952,-1.104322,0.044568,2.8e-05,13361.15,8.394189,0.137346,0.439806,-181.275,0
19.632895,-1.109747,0.045075,2.8e-05,13513.145,8.394189,0.140684,0.450496,-35.853,0
19.572866,-1.002327,0.046193,3.7e-05,13848.313,11.092321,0.150453,0.481778,284.82,0
19.560525,-1.006113,0.04804,6e-06,14402.03,1.798755,0.162845,0.521457,814.591,0
19.80623,-1.144428,0.046787,1.3e-05,14026.39,3.897302,0.164803,0.527728,455.196,0
19.8715,-1.108409,0.048332,8e-06,14489.569,2.39834,0.182405,0.584092,898.345,0
19.554104,-1.07301,0.044182,1.7e-05,13245.43,5.096472,0.183516,0.587651,-291.991,0
19.806837,-1.169697,0.045366,1.7e-05,13600.385,5.096472,0.187346,0.599916,47.613,0
19.884312,-1.102183,0.044167,4.9e-05,13240.933,14.68983,0.18959,0.6071,-296.293,0
19.804343,-1.177562,0.047875,1.2e-05,14352.564,3.597509,0.193361,0.619177,767.264,0
19.809167,-1.175667,0.048,0.000333,14390.038,99.830889,0.19373,0.620357,803.118,0
19.75261,-1.21155,0.048223,5e-06,14456.892,1.498962,0.211604,0.677594,867.081,0
19.634379,-1.197349,0.046758,1.4e-05,14017.696,4.197094,0.214666,0.687398,446.878,0
19.512628,-1.049485,0.044276,1.6e-05,13273.611,4.796679,0.215971,0.691578,-265.029,0
19.763058,-1.233701,0.044896,2.1e-05,13459.482,6.295642,0.2351,0.752831,-87.196,0
19.757729,-1.240881,0.044124,2.3e-05,13228.042,6.895227,0.241363,0.772888,-308.627,0
19.775389,-1.239439,0.047439,2.7e-05,14221.854,8.094396,0.243095,0.778434,642.208,0
19.78775,-0.764472,0.047155,1.2e-05,14136.713,3.597509,0.246083,0.788,560.748,0
19.662933,-1.241108,0.045256,1.9e-05,13567.407,5.696057,0.246639,0.789782,16.062,0
19.779058,-1.26478,0.04484,1.1e-05,13442.694,3.297717,0.26864,0.860234,-103.258,0
19.819464,-1.265224,0.046969,7.1e-05,14080.952,21.285265,0.28024,0.897378,507.398,0
19.680649,-0.701869,0.04483,1.2e-05,13439.696,3.597509,0.303131,0.970678,-106.126,0
19.607084,-0.70541,0.048192,7e-06,14447.598,2.098547,0.318536,1.020007,858.189,0
19.726971,-0.683222,0.045472,9e-06,13632.163,2.698132,0.318778,1.020782,78.017,0
19.720828,-0.659827,0.048171,1e-05,14441.302,2.997925,0.342161,1.095661,852.166,0
20.082516,-1.076899,0.048105,1e-05,14421.516,2.997925,0.366851,1.174721,833.235,0
19.35251,-1.065577,0.045983,1.9e-05,13785.357,5.696057,0.37619,1.204627,224.586,0
20.015115,-0.746033,0.04578,6e-06,13724.499,1.798755,0.38809,1.242733,166.36,0
20.020071,-0.751407,0.045486,7e-06,13636.36,2.098547,0.388339,1.243531,82.033,0
20.170145,-1.087756,0.043624,7e-06,13078.146,2.098547,0.454895,1.456655,-452.041,0
19.33812,-0.710799,0.046848,1.1e-05,14044.677,3.297717,0.482842,1.546145,472.692,0
19.230475,-0.866921,0.047125,2e-05,14127.72,5.995849,0.510964,1.636197,552.144,0
19.524538,-0.506209,0.045108,1.8e-05,13523.038,5.396264,0.534134,1.710391,-26.388,0
19.744145,-0.435119,0.047422,8e-06,14216.758,2.39834,0.567241,1.816407,637.331,0
19.401322,-0.512628,0.043394,1.4e-05,13009.194,4.197094,0.585773,1.875747,-518.011,0
19.168828,-1.19451,0.047844,7e-06,14343.27,2.098547,0.586907,1.87938,758.373,0
20.002014,-0.474168,0.044723,1.5e-05,13407.618,4.496887,0.596841,1.911189,-136.817,0
20.309586,-1.267344,0.045118,6e-06,13526.036,1.798755,0.643425,2.06036,-23.52,0
20.348238,-1.217088,0.045061,2.2e-05,13508.948,6.595434,0.660793,2.115976,-39.869,0
19.617363,-0.30143,0.044545,1.6e-05,13354.255,4.796679,0.708517,2.268798,-187.872,0
19.919952,-0.316817,0.044219,8e-06,13256.523,2.39834,0.712805,2.282527,-281.378,0
20.329848,-0.552515,0.045129,1e-05,13529.334,2.997925,0.754821,2.417071,-20.365,0
