field,n_objects
STRIPE82_0027_predicted,20862
STRIPE82_0028_predicted,922
STRIPE82_0029_predicted,60170
STRIPE82_0030_predicted,13930
STRIPE82_0031_predicted,21227
STRIPE82_0032_predicted,488
