Field,n_objects
SPLUS-n05s07,141
SPLUS-n05s08,300
SPLUS-n05s09,267
SPLUS-n05s10,27
SPLUS-n06s06,153
SPLUS-n06s07,637
SPLUS-n06s08,584
SPLUS-n06s09,767
SPLUS-n06s10,496
SPLUS-n06s11,5
SPLUS-n07s05,73
SPLUS-n07s06,795
SPLUS-n07s07,606
SPLUS-n07s08,1045
SPLUS-n07s09,702
SPLUS-n07s10,577
SPLUS-n08s05,392
SPLUS-n08s06,731
SPLUS-n08s07,746
SPLUS-n08s08,760
SPLUS-n08s09,888
SPLUS-n08s10,151
SPLUS-n09s06,321
SPLUS-n09s07,635
SPLUS-n09s08,750
SPLUS-n09s09,688
SPLUS-n09s10,226
SPLUS-n10s06,21
SPLUS-n10s07,381
SPLUS-n10s08,282
SPLUS-n10s09,7
