ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member,z_offset
155.455,-4.945,0.054515,0.000333,16343.186,99.830889,0.023453,0.088575,345.816,0,0.0012150000000000008
155.461183,-4.986485,0.05539,0.000333,16605.504,99.830889,0.040148,0.151624,594.86,0,0.0020900000000000016
155.469189,-5.000623,0.054324,0.00015,16285.925,44.968869,0.051378,0.194038,291.453,0,0.0010239999999999971
155.4875,-4.898611,0.053,0.000333,15889.0,99.830889,0.052253,0.197342,-85.387,0,-0.00030000000000000165
155.497131,-5.000657,0.054319,0.000297,16284.427,89.03836,0.054124,0.204407,290.03,0,0.001018999999999999
155.52109,-4.914233,0.053058,0.000297,15906.388,89.03836,0.055877,0.211026,-68.879,0,-0.00024199999999999916
155.534,-4.959222,0.054984,0.000297,16483.789,89.03836,0.056548,0.213562,479.304,0,0.001683999999999998
155.482755,-4.89017,0.054114,3.3e-05,16222.969,9.893151,0.060017,0.226663,231.682,0,0.0008140000000000022
155.482275,-4.875463,0.054789,0.000297,16425.329,89.03836,0.074659,0.281958,423.802,0,0.0014889999999999973
155.534404,-4.88711,0.055164,0.000297,16537.751,89.03836,0.084338,0.318514,530.536,0,0.0018639999999999976
155.405461,-4.903363,0.054284,0.00015,16273.934,44.968869,0.08601,0.324829,280.068,0,0.0009839999999999988
155.555835,-4.904301,0.05305,0.000297,15903.99,89.03836,0.090009,0.339931,-71.156,0,-0.0002500000000000002
155.453715,-4.86245,0.052739,0.000297,15810.754,89.03836,0.090832,0.343038,-159.673,0,-0.000560999999999999
155.386458,-4.953583,0.057494,0.000297,17236.268,89.03836,0.091271,0.344697,1193.705,0,0.004194000000000003
155.386419,-4.953633,0.05444,0.000333,16320.701,99.830889,0.091312,0.344851,324.469,0,0.0011400000000000021
155.4715,-5.044917,0.054435,0.000297,16319.202,89.03836,0.095138,0.359301,323.046,0,0.0011349999999999971
155.375107,-4.957926,0.055385,0.00015,16604.005,44.968869,0.102815,0.388296,593.437,0,0.0020849999999999966
155.383583,-4.897056,0.056209,0.000297,16851.034,89.03836,0.107941,0.407654,827.966,0,0.002909000000000002
155.605307,-4.905762,0.054255,0.000297,16265.24,89.03836,0.134326,0.5073,271.814,0,0.0009549999999999975
155.45325,-4.810139,0.056156,0.000297,16835.145,89.03836,0.142018,0.536351,812.881,0,0.0028559999999999974
155.6026,-4.868208,0.052231,0.000297,15658.46,89.03836,0.148659,0.561431,-304.261,0,-0.0010690000000000005
155.399708,-5.077389,0.05236,0.000297,15697.133,89.03836,0.149372,0.564124,-267.545,0,-0.0009400000000000033
155.342434,-4.884201,0.054757,0.000297,16415.736,89.03836,0.150236,0.567387,414.694,0,0.001457
