field,n_objects
SPLUS-n02s02_predicted,421
SPLUS-n02s03_predicted,14901
SPLUS-n02s04_predicted,26622
SPLUS-n02s05_predicted,29989
SPLUS-n02s06_predicted,14675
SPLUS-n02s07_predicted,52
SPLUS-n03s02_predicted,22202
SPLUS-n03s03_predicted,42041
SPLUS-n03s04_predicted,49567
SPLUS-n03s05_predicted,41750
SPLUS-n03s06_predicted,40812
SPLUS-n03s07_predicted,17691
SPLUS-n04s01_predicted,243
SPLUS-n04s02_predicted,41157
SPLUS-n04s03_predicted,38336
SPLUS-n04s04_predicted,46137
SPLUS-n04s05_predicted,51253
SPLUS-n04s06_predicted,50095
SPLUS-n04s07_predicted,34286
SPLUS-n05s02_predicted,18528
SPLUS-n05s03_predicted,56123
SPLUS-n05s04_predicted,47689
SPLUS-n05s05_predicted,42916
SPLUS-n05s06_predicted,36947
SPLUS-n05s07_predicted,47366
SPLUS-n05s08_predicted,20166
SPLUS-n06s02_predicted,5843
SPLUS-n06s03_predicted,49014
SPLUS-n06s04_predicted,52267
SPLUS-n06s05_predicted,48113
SPLUS-n06s06_predicted,38377
SPLUS-n06s07_predicted,46858
SPLUS-n06s08_predicted,7628
SPLUS-n07s02_predicted,1734
SPLUS-n07s03_predicted,32497
SPLUS-n07s04_predicted,51771
SPLUS-n07s05_predicted,56134
SPLUS-n07s06_predicted,37318
SPLUS-n07s07_predicted,5543
SPLUS-n08s03_predicted,540
SPLUS-n08s04_predicted,6667
SPLUS-n08s05_predicted,2487
