Field,n_objects
SPLUS-s29s30,30
SPLUS-s29s31,95
SPLUS-s29s32,2
SPLUS-s30s28,39
SPLUS-s30s29,667
SPLUS-s30s30,670
SPLUS-s30s31,623
SPLUS-s30s32,483
SPLUS-s30s33,1
SPLUS-s31s27,41
SPLUS-s31s28,442
SPLUS-s31s29,651
SPLUS-s31s30,550
SPLUS-s31s31,773
SPLUS-s31s32,755
SPLUS-s32s27,338
SPLUS-s32s28,619
SPLUS-s32s29,989
SPLUS-s32s30,795
SPLUS-s32s31,606
SPLUS-s32s32,99
SPLUS-s33s26,44
SPLUS-s33s27,585
SPLUS-s33s28,1042
SPLUS-s33s29,695
SPLUS-s33s30,647
SPLUS-s33s31,189
SPLUS-s34s26,30
SPLUS-s34s27,628
SPLUS-s34s28,976
SPLUS-s34s29,442
SPLUS-s34s30,104
SPLUS-s35s27,1
SPLUS-s35s28,1
