field,n_objects
SPLUS-n01s18_predicted,38998
SPLUS-n01s19_predicted,52215
SPLUS-n01s20_predicted,44595
SPLUS-n01s21_predicted,48987
SPLUS-n01s22_predicted,39977
SPLUS-n01s23_predicted,46022
SPLUS-n01s24_predicted,51172
SPLUS-n01s25_predicted,44519
SPLUS-n01s26_predicted,52152
SPLUS-n01s27_predicted,49139
SPLUS-n01s28_predicted,42152
SPLUS-n02n18_predicted,43692
SPLUS-n02n19_predicted,45585
SPLUS-n02n20_predicted,47796
SPLUS-n02n21_predicted,42284
SPLUS-n02n22_predicted,51934
SPLUS-n02n23_predicted,49213
SPLUS-n02n24_predicted,44254
SPLUS-n02n25_predicted,41506
SPLUS-n02n26_predicted,41619
SPLUS-n02n27_predicted,47930
SPLUS-n02n28_predicted,46789
SPLUS-n02s18_predicted,40309
SPLUS-n02s19_predicted,46634
SPLUS-n02s20_predicted,50883
SPLUS-n02s21_predicted,45478
SPLUS-n02s22_predicted,49665
SPLUS-n02s23_predicted,53743
SPLUS-n02s24_predicted,49716
SPLUS-n02s25_predicted,54975
SPLUS-n02s26_predicted,47688
SPLUS-n02s27_predicted,42577
SPLUS-n02s28_predicted,46720
SPLUS-n03n22_predicted,37649
SPLUS-n03n23_predicted,37567
SPLUS-n03n24_predicted,39366
SPLUS-n03s18_predicted,52305
SPLUS-n03s19_predicted,44241
SPLUS-n03s20_predicted,49423
SPLUS-n03s21_predicted,53904
SPLUS-n03s22_predicted,45474
SPLUS-n03s23_predicted,56847
SPLUS-n03s24_predicted,58401
SPLUS-n03s25_predicted,49400
SPLUS-n03s26_predicted,53742
SPLUS-n03s27_predicted,50613
SPLUS-n03s28_predicted,52326
SPLUS-n04s23_predicted,56111
SPLUS-n07s22_predicted,24048
