field,n_objects
SPLUS-s02s09_predicted,2209
SPLUS-s02s10_predicted,36059
SPLUS-s02s11_predicted,48161
SPLUS-s02s12_predicted,30784
SPLUS-s02s13_predicted,26211
SPLUS-s02s14_predicted,2060
STRIPE82_0137_predicted,24955
STRIPE82_0138_predicted,37324
STRIPE82_0139_predicted,44378
STRIPE82_0140_predicted,56873
STRIPE82_0141_predicted,47156
STRIPE82_0142_predicted,43570
STRIPE82_0143_predicted,44977
STRIPE82_0144_predicted,49055
STRIPE82_0145_predicted,45598
STRIPE82_0146_predicted,43203
STRIPE82_0147_predicted,650
STRIPE82_0148_predicted,11369
