field,n_objects
HYDRA-0035_predicted,59273
HYDRA-0036_predicted,52778
HYDRA-0037_predicted,58800
HYDRA-0039_predicted,57642
HYDRA-0041_predicted,30830
HYDRA-0044_predicted,56776
HYDRA-0045_predicted,77727
HYDRA-0048_predicted,62914
HYDRA-0052_predicted,71717
HYDRA-0053_predicted,64955
HYDRA-0055_predicted,79891
HYDRA-0056_predicted,71451
HYDRA-0061_predicted,28636
HYDRA-0062_predicted,61780
HYDRA-0064_predicted,61971
HYDRA-0070_predicted,2511
HYDRA-0075_predicted,35283
HYDRA_0013_predicted,10950
HYDRA_0014_predicted,66075
HYDRA_0015_predicted,48838
HYDRA_0016_predicted,49599
HYDRA_0017_predicted,39444
HYDRA_0018_predicted,57678
HYDRA_0019_predicted,49656
HYDRA_0020_predicted,7746
HYDRA_0022_predicted,6065
HYDRA_0023_predicted,60899
HYDRA_0024_predicted,60071
HYDRA_0025_predicted,68081
HYDRA_0026_predicted,54612
HYDRA_0027_predicted,57314
HYDRA_0028_predicted,54442
HYDRA_0029_predicted,58024
HYDRA_0032_predicted,55219
HYDRA_0033_predicted,85506
HYDRA_0034_predicted,84785
HYDRA_0038_predicted,56534
HYDRA_0042_predicted,57846
HYDRA_0043_predicted,66063
HYDRA_0046_predicted,71065
HYDRA_0047_predicted,69931
HYDRA_0051_predicted,37164
HYDRA_0054_predicted,84048
HYDRA_0057_predicted,85582
HYDRA_0058_predicted,76665
HYDRA_0063_predicted,71981
HYDRA_0065_predicted,55447
HYDRA_0066_predicted,64458
HYDRA_0067_predicted,68035
HYDRA_0071_predicted,50705
HYDRA_0072_predicted,61460
HYDRA_0073_predicted,76003
HYDRA_0074_predicted,73596
HYDRA_0076_predicted,1559
HYDRA_0081_predicted,1877
HYDRA_0082_predicted,12276
HYDRA_0083_predicted,6244
SPLUS-n17s05_predicted,1484
SPLUS-n17s06_predicted,13409
SPLUS-n17s07_predicted,17901
SPLUS-n17s08_predicted,5242
SPLUS-n18s04_predicted,18501
SPLUS-n18s05_predicted,47024
SPLUS-n18s06_predicted,62274
SPLUS-n18s07_predicted,53412
SPLUS-n18s08_predicted,53256
SPLUS-n18s09_predicted,34346
SPLUS-n18s10_predicted,3025
SPLUS-n19s01_predicted,5857
SPLUS-n20s01_predicted,30431
