Field,n_objects
HYDRA-0044,29
HYDRA-0045,124
HYDRA-0048,13
HYDRA-0052,17
HYDRA-0053,26
HYDRA-0055,63
HYDRA-0056,45
HYDRA-0061,16
HYDRA-0062,15
HYDRA-0064,40
HYDRA-0069,24
HYDRA-0070,20
HYDRA-0075,25
HYDRA-0077,11
HYDRA-0084,12
HYDRA-0085,25
HYDRA-0086,10
HYDRA-0093,32
HYDRA-0095,12
HYDRA-0096,14
HYDRA-0102,15
HYDRA-0103,26
HYDRA-0104,44
HYDRA-0111,29
HYDRA-0112,12
HYDRA-0120,24
HYDRA-0121,28
HYDRA-0129,1
HYDRA-0136,10
HYDRA-D-0001,97
HYDRA-D-0002,31
HYDRA-D-0003,46
HYDRA-D-0004,76
HYDRA_0043,1
HYDRA_0046,39
HYDRA_0047,28
HYDRA_0051,2
HYDRA_0054,46
HYDRA_0057,41
HYDRA_0058,44
HYDRA_0060,11
HYDRA_0063,43
HYDRA_0065,58
HYDRA_0066,28
HYDRA_0067,24
HYDRA_0068,6
HYDRA_0071,32
HYDRA_0072,16
HYDRA_0073,43
HYDRA_0074,41
HYDRA_0076,18
HYDRA_0078,30
HYDRA_0079,43
HYDRA_0080,37
HYDRA_0081,27
HYDRA_0082,28
HYDRA_0083,20
HYDRA_0087,51
HYDRA_0088,42
HYDRA_0089,20
HYDRA_0091,20
HYDRA_0092,22
HYDRA_0094,15
HYDRA_0097,49
HYDRA_0098,28
HYDRA_0099,27
HYDRA_0100,46
HYDRA_0101,26
HYDRA_0105,36
HYDRA_0106,19
HYDRA_0107,28
HYDRA_0108,28
HYDRA_0109,23
HYDRA_0110,19
HYDRA_0113,48
HYDRA_0114,37
HYDRA_0115,39
HYDRA_0116,36
HYDRA_0117,6
HYDRA_0118,18
HYDRA_0119,12
HYDRA_0122,67
HYDRA_0123,25
HYDRA_0124,37
HYDRA_0125,40
HYDRA_0126,38
HYDRA_0127,32
HYDRA_0128,12
HYDRA_0130,27
HYDRA_0131,44
HYDRA_0132,60
HYDRA_0133,31
HYDRA_0134,31
HYDRA_0135,29
HYDRA_0139,53
HYDRA_0140,37
HYDRA_0141,35
HYDRA_0142,52
HYDRA_0143,32
HYDRA_0144,27
HYDRA_0147,16
HYDRA_0148,44
HYDRA_0149,69
HYDRA_0150,35
HYDRA_0151,26
