ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member
160.69421,-36.35312,0.01004,2.7e-05,3009.916,8.094396,0.118253,0.08518,86.1,0
160.76248,-36.362274,0.010004,2.7e-05,2999.124,8.094396,0.171062,0.12322,75.412,0
160.88757,-36.410664,0.009967,2e-05,2988.031,5.995849,0.272614,0.19637,64.427,0
160.2239,-36.28781,0.008856,2e-05,2654.962,5.995849,0.27907,0.20102,-265.427,0
160.16512,-36.36793,0.00913,0.00015,2737.105,44.968869,0.311008,0.224026,-184.077,0
160.08585,-36.411156,0.009113,3.3e-05,2732.009,9.893151,0.375905,0.270773,-189.124,0
161.09839,-36.442524,0.010097,2e-05,3027.004,5.995849,0.445034,0.320567,103.024,0
160.50084,-36.935165,0.010621,2.7e-05,3184.096,8.094396,0.556788,0.401066,258.598,0
160.5447,-37.15708,0.010484,0.000333,3143.024,99.830889,0.777246,0.559867,217.923,0
161.42783,-37.097454,0.009904,2e-05,2969.145,5.995849,1.006555,0.725043,45.722,0
158.82785,-36.878654,0.010491,1.7e-05,3145.123,5.096472,1.474359,1.062012,220.001,0
158.68764,-35.47061,0.008879,0.00015,2661.857,44.968869,1.754316,1.263672,-258.598,0
162.1698,-35.090214,0.009563,0.000103,2866.915,30.878623,1.833433,1.320661,-55.52,0
159.5613,-38.092876,0.010174,1.7e-05,3050.088,5.096472,1.88932,1.360918,125.885,0
162.89336,-36.6555,0.009981,1.7e-05,2992.229,5.096472,1.905774,1.37277,68.583,0
160.96074,-38.263264,0.00978,3.3e-05,2931.97,9.893151,1.912066,1.377302,8.907,0
158.5309,-35.323315,0.009186,3e-05,2753.894,8.993774,1.939523,1.39708,-167.45,0
158.24814,-34.886173,0.00927,6.3e-05,2779.076,18.886925,2.380951,1.71505,-142.511,0
158.53618,-34.633778,0.009353,6.3e-05,2803.959,18.886925,2.383368,1.716791,-117.868,0
158.10378,-34.99825,0.0102,3.3e-05,3057.883,9.893151,2.406486,1.733444,133.604,0
157.75,-35.0075,0.010481,7.3e-05,3142.125,21.884849,2.639937,1.901603,217.032,0
157.5027,-35.325447,0.00934,7e-05,2800.062,20.985472,2.671209,1.924129,-121.728,0
157.45174,-35.418777,0.01007,0.0001,3018.91,29.979246,2.674009,1.926146,95.007,0
163.24023,-34.786015,0.010234,0.00015,3068.076,44.968869,2.688408,1.936518,143.698,0
158.20299,-34.399574,0.010084,0.00015,3023.107,44.968869,2.737785,1.972085,99.164,0
158.04007,-34.463085,0.009797,0.00015,2937.067,44.968869,2.785877,2.006727,13.954,0
157.22316,-35.605522,0.0096,3e-05,2878.008,8.993774,2.789005,2.00898,-44.535,0
156.88763,-35.986294,0.00908,0.000103,2722.116,30.878623,2.975635,2.143414,-198.921,0
156.76024,-36.228092,0.010444,9e-06,3131.032,2.698132,3.055827,2.201178,206.047,0
157.6997,-34.327152,0.008976,0.00015,2690.937,44.968869,3.079576,2.218285,-229.799,0
157.58142,-34.404793,0.01014,2.3e-05,3039.896,6.895227,3.101187,2.233852,115.79,0
160.50958,-33.24546,0.01019,6e-05,3054.885,17.987547,3.13457,2.257898,130.635,0
156.83511,-35.27418,0.009777,0.00015,2931.071,44.968869,3.189553,2.297503,8.016,0
156.13832,-36.931396,0.00917,6.3e-05,2749.097,18.886925,3.595323,2.589788,-172.201,0
164.90916,-37.85484,0.009597,0.00015,2877.108,44.968869,3.806085,2.741604,-45.425,0
160.48631,-40.26032,0.009807,0.000103,2940.065,30.878623,3.88082,2.795438,16.923,0
157.89786,-39.954433,0.009877,0.000123,2961.05,36.874472,4.164228,2.999583,37.706,0
159.22041,-32.348484,0.00954,1e-05,2860.02,2.997925,4.171301,3.004677,-62.349,0
161.10188,-32.209827,0.009894,3.3e-05,2966.147,9.893151,4.193532,3.020691,42.753,0
165.79909,-35.437,0.009713,0.000333,2911.884,99.830889,4.329065,3.118319,-10.985,0
155.89606,-38.655792,0.009357,3.6e-05,2805.158,10.792528,4.384745,3.158426,-116.681,0
157.15894,-32.92251,0.009692,1.7e-05,2905.589,5.096472,4.405895,3.17366,-17.22,0
155.4217,-34.696743,0.0103,6e-05,3087.862,17.987547,4.459532,3.212296,163.294,0
156.99146,-39.814808,0.00968,9e-05,2901.991,26.981321,4.473513,3.222367,-20.783,0
160.3363,-31.81528,0.009176,8e-05,2750.896,23.983397,4.567847,3.290318,-170.419,0
156.17699,-39.30582,0.009647,6.3e-05,2892.098,18.886925,4.578558,3.298033,-30.58,0
155.39622,-34.266838,0.00965,9e-06,2892.997,2.698132,4.657172,3.354661,-29.69,0
155.75972,-39.166534,0.009583,3e-05,2872.911,8.993774,4.758834,3.427891,-49.582,0
156.63454,-39.94406,0.00942,0.000107,2824.045,32.077793,4.758846,3.427899,-97.976,0
156.5431,-39.94293,0.009483,0.00015,2842.932,44.968869,4.807105,3.462661,-79.272,0
156.37021,-39.82754,0.009213,7e-06,2761.988,2.098547,4.818401,3.470798,-159.434,0
166.6105,-36.639946,0.00943,0.00015,2827.043,44.968869,4.88534,3.519016,-95.007,0
166.60959,-36.696945,0.00917,5e-05,2749.097,14.989623,4.887975,3.520914,-172.201,0
162.01825,-31.53336,0.010164,5.3e-05,3047.091,15.889,4.988353,3.593217,122.916,0
166.63232,-37.65304,0.009563,3.3e-05,2866.915,9.893151,5.058816,3.643974,-55.52,0
155.76175,-32.956028,0.009316,0.00015,2792.867,44.968869,5.156633,3.714433,-128.854,0
159.3909,-41.46536,0.009193,3.3e-05,2755.992,9.893151,5.170586,3.724484,-165.372,0
155.1187,-39.35249,0.009263,0.00012,2776.978,35.975095,5.288244,3.809235,-144.589,0
156.07063,-32.48273,0.01007,1.3e-05,3018.91,3.897302,5.310358,3.825165,95.007,0
159.3146,-41.62746,0.009255,2.1e-05,2774.579,6.295642,5.341207,3.847386,-146.964,0
155.32501,-39.7992,0.009477,6.3e-05,2841.133,18.886925,5.421765,3.905414,-81.053,0
167.20993,-37.37745,0.010214,0.000267,3062.08,80.044586,5.453043,3.927944,137.761,0
