field,n_objects
SPLUS-n03s03,5303
SPLUS-n03s04,10618
SPLUS-n03s05,7871
SPLUS-n03s06,890
SPLUS-n04s02,9931
SPLUS-n04s03,18221
SPLUS-n04s04,20955
SPLUS-n04s05,19797
SPLUS-n04s06,15755
SPLUS-n04s07,901
SPLUS-n05s02,9904
SPLUS-n05s03,21056
SPLUS-n05s04,20185
SPLUS-n05s05,20572
SPLUS-n05s06,19936
SPLUS-n05s07,20601
SPLUS-n05s08,581
SPLUS-n06s02,11491
SPLUS-n06s03,20382
SPLUS-n06s04,20820
SPLUS-n06s05,20613
SPLUS-n06s06,20335
SPLUS-n06s07,20494
SPLUS-n06s08,1590
SPLUS-n07s02,15986
SPLUS-n07s03,21845
SPLUS-n07s04,22199
SPLUS-n07s05,22063
SPLUS-n07s06,21154
SPLUS-n07s07,7688
SPLUS-n08s02,8536
SPLUS-n08s03,20113
SPLUS-n08s04,21543
SPLUS-n08s05,19452
SPLUS-n08s06,5530
SPLUS-n09s04,1997
SPLUS-n09s05,2053
