field,n_objects
SPLUS-n10s29_predicted,5818
SPLUS-n10s30_predicted,34768
SPLUS-n10s31_predicted,50572
SPLUS-n10s32_predicted,47633
SPLUS-n10s33_predicted,41994
SPLUS-n10s34_predicted,8071
SPLUS-n11s29_predicted,14445
SPLUS-n11s30_predicted,51432
SPLUS-n11s31_predicted,34027
SPLUS-n11s32_predicted,52904
SPLUS-n11s33_predicted,47720
SPLUS-n11s34_predicted,61794
SPLUS-n11s35_predicted,11393
SPLUS-n12s28_predicted,24208
SPLUS-n12s29_predicted,50380
SPLUS-n12s30_predicted,46464
SPLUS-n12s31_predicted,74842
SPLUS-n12s32_predicted,72724
SPLUS-n12s33_predicted,54215
SPLUS-n12s34_predicted,26760
SPLUS-n13s28_predicted,7799
SPLUS-n13s29_predicted,53031
SPLUS-n13s30_predicted,59258
SPLUS-n13s31_predicted,53363
SPLUS-n13s32_predicted,58677
SPLUS-n13s33_predicted,50008
SPLUS-n13s34_predicted,42763
SPLUS-n13s35_predicted,189
SPLUS-n14s28_predicted,746
SPLUS-n14s29_predicted,40978
SPLUS-n14s30_predicted,49042
SPLUS-n14s31_predicted,52349
SPLUS-n14s32_predicted,53208
SPLUS-n14s33_predicted,47260
SPLUS-n14s34_predicted,20351
SPLUS-n15s29_predicted,9155
SPLUS-n15s30_predicted,37110
SPLUS-n15s31_predicted,52328
SPLUS-n15s32_predicted,43906
SPLUS-n15s33_predicted,26639
SPLUS-n15s34_predicted,225
SPLUS-n16s29_predicted,3
SPLUS-n16s30_predicted,3096
SPLUS-n16s31_predicted,1169
