field,n_objects
SPLUS-s20s01_predicted,1656
SPLUS-s20s02_predicted,16633
SPLUS-s20s03_predicted,19188
SPLUS-s20s04_predicted,17052
SPLUS-s20s05_predicted,598
SPLUS-s21s01_predicted,28849
SPLUS-s21s02_predicted,40360
SPLUS-s21s03_predicted,38371
SPLUS-s21s04_predicted,41505
SPLUS-s21s05_predicted,18951
SPLUS-s21s49_predicted,270
SPLUS-s22s01_predicted,47994
SPLUS-s22s02_predicted,44182
SPLUS-s22s03_predicted,41679
SPLUS-s22s04_predicted,45416
SPLUS-s22s05_predicted,40495
SPLUS-s22s49_predicted,6842
SPLUS-s23s01_predicted,43009
SPLUS-s23s02_predicted,56002
SPLUS-s23s03_predicted,48955
SPLUS-s23s04_predicted,43095
SPLUS-s23s05_predicted,27819
SPLUS-s23s49_predicted,6869
SPLUS-s24s01_predicted,32046
SPLUS-s24s02_predicted,50822
SPLUS-s24s03_predicted,50234
SPLUS-s24s04_predicted,37802
SPLUS-s24s05_predicted,11338
SPLUS-s24s76_predicted,76
SPLUS-s25s01_predicted,1950
SPLUS-s25s02_predicted,19805
SPLUS-s25s03_predicted,25461
SPLUS-s25s04_predicted,15374
