Field,n_objects
SPLUS-n03s02,13
SPLUS-n03s03,206
SPLUS-n03s04,520
SPLUS-n03s05,392
SPLUS-n03s06,125
SPLUS-n04s02,319
SPLUS-n04s03,568
SPLUS-n04s04,799
SPLUS-n04s05,685
SPLUS-n04s06,397
SPLUS-n04s07,39
SPLUS-n05s02,561
SPLUS-n05s03,729
SPLUS-n05s04,536
SPLUS-n05s05,829
SPLUS-n05s06,384
SPLUS-n05s07,458
SPLUS-n05s08,43
SPLUS-n06s02,466
SPLUS-n06s03,519
SPLUS-n06s04,555
SPLUS-n06s05,845
SPLUS-n06s06,509
SPLUS-n06s07,500
SPLUS-n06s08,87
SPLUS-n07s01,1
SPLUS-n07s02,542
SPLUS-n07s03,675
SPLUS-n07s04,786
SPLUS-n07s05,601
SPLUS-n07s06,584
SPLUS-n07s07,240
SPLUS-n08s02,326
SPLUS-n08s03,763
SPLUS-n08s04,573
SPLUS-n08s05,594
SPLUS-n08s06,227
SPLUS-n09s03,6
SPLUS-n09s04,127
SPLUS-n09s05,119
SPLUS-n09s06,3
