field,n_objects
SPLUS-n01s45_predicted,38793
SPLUS-n01s46_predicted,50176
SPLUS-n01s47_predicted,40824
SPLUS-n01s48_predicted,50455
SPLUS-n01s49_predicted,60264
SPLUS-n01s50_predicted,61460
SPLUS-n01s51_predicted,11762
SPLUS-n02n45_predicted,24843
SPLUS-n02n46_predicted,44338
SPLUS-n02n47_predicted,54467
SPLUS-n02n48_predicted,60390
SPLUS-n02n49_predicted,58398
SPLUS-n02n50_predicted,53243
SPLUS-n02n51_predicted,5894
SPLUS-n02s45_predicted,21125
SPLUS-n02s46_predicted,50190
SPLUS-n02s47_predicted,54429
SPLUS-n02s48_predicted,48404
SPLUS-n02s49_predicted,47504
SPLUS-n02s50_predicted,44806
SPLUS-n02s51_predicted,5808
