field,n_objects
SPLUS-s20s01_predicted,557
SPLUS-s20s48_predicted,1870
SPLUS-s20s49_predicted,24773
SPLUS-s20s50_predicted,27396
SPLUS-s20s51_predicted,18798
SPLUS-s21s01_predicted,17538
SPLUS-s21s46_predicted,19033
SPLUS-s21s47_predicted,45209
SPLUS-s21s48_predicted,48660
SPLUS-s21s49_predicted,45659
SPLUS-s22s01_predicted,30028
SPLUS-s22s46_predicted,26663
SPLUS-s22s47_predicted,40487
SPLUS-s22s49_predicted,44223
SPLUS-s23s01_predicted,16017
SPLUS-s23s46_predicted,12093
SPLUS-s23s47_predicted,42273
SPLUS-s23s48_predicted,44504
SPLUS-s23s49_predicted,41104
SPLUS-s24s01_predicted,358
SPLUS-s24s74_predicted,12883
SPLUS-s24s75_predicted,25180
SPLUS-s24s76_predicted,15984
