field,n_objects
SPLUS-s29s30,122
SPLUS-s29s31,646
SPLUS-s30s28,314
SPLUS-s30s29,10369
SPLUS-s30s30,16666
SPLUS-s30s31,15597
SPLUS-s30s32,7876
SPLUS-s31s27,451
SPLUS-s31s28,14675
SPLUS-s31s29,16486
SPLUS-s31s30,16773
SPLUS-s31s31,18208
SPLUS-s31s32,10874
SPLUS-s32s27,11608
SPLUS-s32s28,17395
SPLUS-s32s29,17627
SPLUS-s32s30,17854
SPLUS-s32s31,17974
SPLUS-s32s32,2711
SPLUS-s33s26,569
SPLUS-s33s27,15749
SPLUS-s33s28,18554
SPLUS-s33s29,18634
SPLUS-s33s30,17847
SPLUS-s33s31,5992
SPLUS-s34s26,391
SPLUS-s34s27,10449
SPLUS-s34s28,17497
SPLUS-s34s29,12388
SPLUS-s34s30,2117
