Field,n_objects
SPLUS-s38s25,88
SPLUS-s38s26,314
SPLUS-s38s27,435
SPLUS-s38s28,169
SPLUS-s38s29,1
SPLUS-s39s23,3
SPLUS-s39s24,529
SPLUS-s39s25,531
SPLUS-s39s26,440
SPLUS-s39s27,591
SPLUS-s39s28,353
SPLUS-s40s23,490
SPLUS-s40s24,969
SPLUS-s40s25,720
SPLUS-s40s26,718
SPLUS-s40s27,624
SPLUS-s40s28,177
SPLUS-s41s22,394
SPLUS-s41s23,544
SPLUS-s41s24,1348
SPLUS-s41s25,1316
SPLUS-s41s26,1241
SPLUS-s41s27,489
SPLUS-s42s22,450
SPLUS-s42s23,1112
SPLUS-s42s24,1112
SPLUS-s42s25,1133
SPLUS-s42s26,512
SPLUS-s43s21,5
SPLUS-s43s22,343
SPLUS-s43s23,911
SPLUS-s43s24,687
SPLUS-s43s25,141
