Field,n_objects
SPLUS-s16s22,185
SPLUS-s16s23,261
SPLUS-s17s22,430
SPLUS-s17s23,500
SPLUS-s17s24,507
SPLUS-s18s22,372
SPLUS-s18s23,496
SPLUS-s18s24,417
SPLUS-s19s22,443
SPLUS-s19s23,418
SPLUS-s19s24,266
SPLUS-s19s25,323
SPLUS-s20s22,421
SPLUS-s20s23,426
SPLUS-s20s24,299
SPLUS-s20s25,311
SPLUS-s20s26,259
SPLUS-s20s27,124
SPLUS-s21s21,277
SPLUS-s21s22,369
SPLUS-s21s23,332
SPLUS-s21s24,193
SPLUS-s21s25,246
SPLUS-s21s26,1
SPLUS-s22s21,667
SPLUS-s22s22,333
SPLUS-s22s23,283
SPLUS-s22s24,239
SPLUS-s22s25,198
SPLUS-s22s26,5
SPLUS-s23s21,377
SPLUS-s23s22,234
SPLUS-s23s23,348
SPLUS-s23s24,255
SPLUS-s23s25,101
SPLUS-s24s49,182
SPLUS-s24s50,109
SPLUS-s24s51,119
