# 1) cluster index
# 2) RA (J2000)
# 3) DEC (J2000)
# 4) z_spec
# 5) sigma_cl (km/s) [velocity dispersion]
# 6) sigma_cl lower limit
# 7) sigma_cl upper limit
# 8) R200 (Mpc)
# 9) R200 lower limit
# 10) R200 upper limit
# 11) M200 (10^14 M_solar)
# 12) M200 lower limit
# 13) M200 upper limit
# 14) Nwcls [number of galaxies in the cluster region; maximum of 10 Mpc/h]
# 15) Nmemb [number of member galaxies]
# 16) Nmemb-wR200 [number of member galaxies within R200]
# 17) cluster name
00001 21.420000 -1.407220 0.018000 460.686 -24.262 30.140 0.974335 -0.046990 0.058374 1.071076 -0.154967 0.192509 3249 1382 151	A194
00002 198.849880 -16.385530 0.009300 319.772 -27.395 40.073 0.694731 -0.054504 0.079726 0.385207 -0.090662 0.132617 4731 106 34	NGC5004
00003 316.801240 -25.438060 0.038100 588.517 -52.170 61.219 1.204806 -0.097805 0.114769 2.063191 -0.502462 0.589615 623 117 68	A3744
00004 324.277920 0.447500 0.051000 316.272 -33.083 48.235 0.671427 -0.064316 0.093773 0.361464 -0.103873 0.151449 2065 358 24	RXJ2137.1+0026
00005 336.971154 -30.589133 0.057983 642.159 -34.137 45.679 1.295340 -0.063058 0.084380 2.612792 -0.381576 0.510600 940 471 115	A3880
00006 67.842273 -61.448160 0.059788 1275.547 -34.475 42.250 2.430956 -0.060168 0.073737 17.299525 -1.284522 1.574206 744 536 428	A3266
00007 356.929990 -28.141390 0.028200 741.624 -32.634 45.017 1.498758 -0.060394 0.083311 3.935283 -0.475733 0.656251 1417 574 114	A4038
00008 211.887636 -27.064399 0.022409 448.579 -30.249 47.409 0.938288 -0.057941 0.090810 0.960428 -0.177925 0.278859 1398 212 26	A3581
00009 52.479170 -52.566670 0.059900 825.962 -22.212 26.184 1.632615 -0.040206 0.047396 5.240840 -0.387196 0.456432 1552 815 381	A3128
00010 338.919980 1.484890 0.057800 684.791 -26.958 30.756 1.375618 -0.049591 0.056578 3.128757 -0.338376 0.386047 2351 1227 206	A2457
00011 202.801540 -1.714170 0.083700 366.724 -25.461 38.275 0.759304 -0.048275 0.072572 0.539497 -0.102901 0.154690 3127 565 30	A1750
00012 48.582500 -45.424170 0.073000 362.794 -20.130 134.649 0.699061 -0.035520 0.237595 0.416646 -0.063510 0.424826 472 36 5	A3104
00013 0.800420 -35.927220 0.049000 576.326 -30.392 48.019 1.176927 -0.056836 0.089799 1.943095 -0.281506 0.444774 1542 426 83	A2717
00014 15.675420 -21.873610 0.056600 667.036 -58.601 95.755 1.317141 -0.105966 0.173149 2.743330 -0.662118 1.081899 288 41 17	A133
00015 2.836250 -28.855000 0.062500 629.544 -33.197 47.977 1.268386 -0.061250 0.088519 2.463683 -0.356911 0.515814 1507 680 92	A2734
00016 153.414132 -0.911491 0.044159 655.556 -24.420 31.412 1.329625 -0.045357 0.058344 2.788993 -0.285419 0.367145 4875 1719 152	A957
00017 17.474568 -45.920728 0.023874 705.331 -46.408 58.812 1.433975 -0.086401 0.109494 3.432954 -0.620535 0.786388 888 227 105	A2877
00018 17.208750 -15.410000 0.053300 716.363 -28.722 34.166 1.436321 -0.052737 0.062732 3.546264 -0.390621 0.464651 925 489 177	A151
00019 153.436363 -0.121503 0.094641 746.393 -33.659 47.865 1.459459 -0.060271 0.085707 3.872417 -0.479754 0.682223 2257 1002 93	A954
00020 359.259580 -34.760560 0.048700 791.396 -32.070 37.565 1.577108 -0.058525 0.068553 4.674193 -0.520362 0.609523 1822 454 189	A4059
00021 331.418760 -5.593330 0.058100 684.335 -30.086 37.769 1.373753 -0.055308 0.069431 3.116943 -0.376468 0.472602 1646 761 146	A2415
00022 326.740840 -43.910000 0.062300 541.987 -28.898 37.432 1.106775 -0.054041 0.069999 1.636533 -0.239722 0.310512 705 264 117	A3809
00023 159.935000 -8.683610 0.065000 684.891 -37.349 45.888 1.369006 -0.068366 0.083997 3.105196 -0.465203 0.571569 1368 478 103	A1069
00024 220.159160 3.476390 0.027000 521.646 -24.891 30.744 1.087440 -0.047518 0.058691 1.501461 -0.196828 0.243107 4916 1882 165	MKW8
00025 315.418321 -28.042699 0.038980 593.082 -30.300 41.567 1.213196 -0.056759 0.077864 2.108332 -0.295915 0.405946 523 96 72	A3733
00026 335.970430 -1.637780 0.090600 811.126 -29.562 36.420 1.579778 -0.052726 0.064957 4.891780 -0.489796 0.603418 1541 479 135	A2440
00027 194.290420 -17.400280 0.047300 808.024 -30.806 39.773 1.608435 -0.056155 0.072500 4.951740 -0.518636 0.669600 1052 654 185	A1644
00028 37.337455 -33.503170 0.076514 677.308 -45.016 68.134 1.341868 -0.081671 0.123614 2.956868 -0.539897 0.817165 884 213 45	MCXCJ0229.3-3332
00029 74.729580 -0.489170 0.015000 297.039 -18.179 30.083 0.640230 -0.035881 0.059378 0.303047 -0.050951 0.084318 2924 31 17	MCXCJ0458.9-0029
00030 140.031011 0.987205 0.017238 182.910 -15.129 24.805 0.412482 -0.031244 0.051225 0.081209 -0.018454 0.030255 5288 95 22	MCXCJ0920.0+0102
00031 356.845580 -2.325990 0.021800 460.496 -48.645 62.676 0.962373 -0.093096 0.119948 1.035720 -0.300573 0.387270 2687 28 28	HCG97
00032 164.566750 1.623722 0.039555 381.042 -18.406 23.718 0.809703 -0.035816 0.046154 0.627131 -0.083222 0.107241 4028 1233 94	CL1058+0137
00033 170.424379 2.814099 0.048607 575.358 -28.623 35.724 1.177068 -0.053623 0.066927 1.943071 -0.265557 0.331445 2362 574 134	MCXCJ1121.7+0249
00034 318.479955 2.569276 0.049264 662.074 -30.125 37.946 1.338566 -0.055774 0.070255 2.859386 -0.357425 0.450228 2597 849 156	IC1365
00035 13.755800 -35.319479 0.056897 383.129 -44.462 68.337 0.762836 -0.081068 0.124600 0.533086 -0.169957 0.261220 419 17 7	ESO351-021
00036 180.990540 1.888290 0.020000 536.428 -25.686 35.459 1.118862 -0.049062 0.067729 1.624886 -0.213753 0.295080 4941 1001 140	MKW4
00037 18.744541 0.411680 0.044841 523.285 -22.439 27.637 1.081385 -0.042465 0.052301 1.501344 -0.176868 0.217836 2524 1135 155	A168
00038 19.723390 -1.003910 0.045200 438.850 -31.392 42.314 0.916940 -0.060065 0.080962 0.915607 -0.179932 0.242533 2409 866 57	MS0116.3-0115
00039 20.096410 -0.078980 0.078000 360.448 -26.163 48.378 0.746549 -0.049623 0.091757 0.509922 -0.101683 0.188021 1751 337 23	WHLJ012023-000444
00040 14.076250 -1.216670 0.044200 859.634 -29.707 36.214 1.705662 -0.053978 0.065801 5.887835 -0.558984 0.681423 2011 1099 278	A119
00041 43.236044 -1.236168 0.023348 221.247 -17.911 32.053 0.486982 -0.036103 0.064607 0.134391 -0.029890 0.053488 4536 394 17	NGC1132
00042 67.307578 -53.825798 0.040085 628.191 -38.237 63.158 1.276409 -0.071147 0.117518 2.457912 -0.411011 0.678896 483 170 56	A463
00043 50.576250 -41.338890 0.064300 736.168 -40.412 55.753 1.461581 -0.073474 0.101367 3.776151 -0.569488 0.785676 602 129 78	A3122
00044 53.509350 -39.000150 0.064200 719.021 -51.763 60.557 1.426049 -0.094013 0.109986 3.507054 -0.693610 0.811456 555 190 46	A3135
00045 54.616250 -35.448330 0.004600 285.417 -16.441 18.157 0.632652 -0.033373 0.036857 0.289660 -0.045839 0.050625 1256 544 200	Fornax
