# 1) cluster index
# 2) RA (J2000)
# 3) DEC (J2000)
# 4) z_spec
# 5) sigma_cl (km/s) [velocity dispersion]
# 6) sigma_cl lower limit
# 7) sigma_cl upper limit
# 8) R200 (Mpc)
# 9) R200 lower limit
# 10) R200 upper limit
# 11) M200 (10^14 M_solar)
# 12) M200 lower limit
# 13) M200 upper limit
# 14) Nwcls [number of galaxies in the cluster region; maximum of 10 Mpc/h]
# 15) Nmemb [number of member galaxies]
# 16) Nmemb-wR200 [number of member galaxies within R200]
# 17) cluster name
00046 55.192363 -45.682315 0.068939 349.816 -52.177 83.196 0.715110 -0.097677 0.155744 0.444261 -0.182044 0.290267 352 19 11	MCXCJ0340-4542
00047 55.739224 -53.642113 0.059279 1024.507 -31.008 35.921 1.988828 -0.055122 0.063856 9.468539 -0.787290 0.912030 1552 342 298	A3158
00048 62.078512 -30.902245 0.059778 589.614 -38.385 56.251 1.193746 -0.071168 0.104291 2.048494 -0.366376 0.536899 426 181 60	A3223
00049 63.502253 -38.110323 0.049812 470.066 -36.821 55.996 0.969191 -0.069523 0.105726 1.085943 -0.233694 0.355387 564 158 31	MCXCJ0413.9-3805
00050 49.509398 -44.251381 0.073973 398.650 -52.121 72.014 0.820878 -0.098282 0.135794 0.675255 -0.242540 0.335114 514 59 24	A3112
00051 154.347500 -10.677500 0.058700 777.293 -34.685 44.705 1.543075 -0.063056 0.081271 4.419899 -0.541838 0.698362 740 179 138	A970
00052 42.403800 -31.188600 0.022300 438.390 -46.133 63.609 0.923447 -0.088989 0.122700 0.915479 -0.264664 0.364925 1084 151 40	IC1860
00053 17.096840 0.089780 0.046880 43.582 -6.771 13.111 0.318703 -0.045343 0.087798 0.001148 -0.000490 0.000949 1456 5 4	[YMV2007]7609
00054 39.571697 2.082272 0.021920 447.375 -26.005 33.587 0.945083 -0.050307 0.064974 0.981002 -0.156658 0.202331 4096 670 81	WBL081
00055 46.385427 -0.378560 0.027619 504.046 -24.443 30.962 1.049948 -0.046627 0.059062 1.352232 -0.180153 0.228197 3794 709 61	[YMV2007]2116
00056 149.976097 -0.234508 0.090357 421.946 -36.682 59.535 0.849138 -0.067600 0.109716 0.759468 -0.181385 0.294388 3366 554 15	[YMV2007]4832
00057 24.315452 -0.485475 0.055666 189.748 -22.130 35.740 0.416090 -0.044440 0.071769 0.086409 -0.027686 0.044713 1357 164 16	[YMV2007]514
00058 155.120470 -6.511394 0.054137 595.694 -24.783 32.319 1.211795 -0.046168 0.060207 2.131325 -0.243602 0.317678 3405 897 128	A978
00059 227.629355 1.724929 0.006067 203.520 -17.034 23.135 0.462536 -0.035452 0.048149 0.113346 -0.026063 0.035397 2255 846 72	WBL550
00060 357.946318 -28.359145 0.028116 315.798 -20.968 39.868 0.679298 -0.041303 0.078534 0.366378 -0.066831 0.127071 1382 338 28	A4049
00061 157.358909 -35.497493 0.009307 640.730 -33.104 47.460 1.319658 -0.062437 0.089514 2.640165 -0.374744 0.537258 1609 262 67	NGC3258
00062 36.527960 -0.331920 0.021311 135.687 -12.869 31.323 0.296234 -0.025728 0.062623 0.030194 -0.007867 0.019149 4303 211 6	[YMV2007]7604
00063 193.220092 -15.420825 0.046422 652.710 -21.990 29.206 1.323506 -0.040833 0.054232 2.756545 -0.255136 0.338855 1060 639 195	A1631
00064 37.911338 1.286248 0.022726 391.431 -18.872 25.404 0.836071 -0.036913 0.049689 0.679693 -0.090027 0.121186 4095 871 84	WBL074
00065 201.835649 1.276449 0.080432 498.156 -26.541 36.982 1.011226 -0.049338 0.068747 1.270287 -0.185934 0.259077 2566 901 47	[YMV2007]3820
00066 214.331510 2.344280 0.055120 305.122 -38.924 65.419 0.632561 -0.073897 0.124197 0.303441 -0.106345 0.178733 2770 932 10	[YMV2007]49
00067 162.426979 0.337996 0.039426 322.235 -22.882 31.623 0.691517 -0.044968 0.062146 0.390603 -0.076201 0.105310 3587 851 43	WBL288
00068 150.133700 -2.957300 0.021000 356.201 -26.595 37.865 0.765779 -0.052359 0.074547 0.521439 -0.106957 0.152282 5553 630 54	MKW1
00069 214.349900 0.088181 0.052894 251.985 -48.686 63.326 0.538199 -0.095224 0.123859 0.186500 -0.098993 0.128761 3088 955 14	[YMV2007]4713
00070 204.028553 -34.018800 0.012714 228.884 -24.342 34.675 0.506091 -0.049288 0.070212 0.149376 -0.043643 0.062171 2306 200 19	A3565
00071 312.880616 -52.687980 0.045716 762.069 -20.220 26.778 1.525785 -0.037072 0.049097 4.220632 -0.307648 0.407437 805 464 200	A3716
00072 95.535893 -64.956146 0.026615 524.294 -30.802 45.424 1.081890 -0.058205 0.085837 1.478062 -0.238557 0.351809 657 35 29	A3389
00074 16.937456 -46.924795 0.023216 273.218 -24.782 39.518 0.594019 -0.049340 0.078680 0.243882 -0.060772 0.096909 852 112 22	A2870
00081 13.755800 -35.319479 0.056897 383.129 -44.462 68.337 0.762836 -0.081068 0.124600 0.533086 -0.169957 0.261220 419 17 7	ESO351-021
00082 15.665057 -21.882361 0.056638 404.191 -63.107 111.050 0.808241 -0.115561 0.203352 0.633897 -0.271900 0.478462 288 8 8	A133
00083 48.582500 -45.424170 0.073000 362.794 -20.130 134.649 0.699061 -0.035520 0.237595 0.416646 -0.063510 0.424826 472 36 5	A3104
00084 67.307578 -53.825798 0.040085 628.191 -38.237 63.158 1.276409 -0.071147 0.117518 2.457912 -0.411011 0.678896 483 170 56	A463
00086 359.419804 0.798581 0.061004 256.897 -58.597 67.277 0.542878 -0.113395 0.130192 0.192892 -0.120873 0.138777 1098 195 12	CODEX-59603
00087 37.337455 -33.503170 0.076514 677.308 -45.016 68.134 1.341868 -0.081671 0.123614 2.956868 -0.539897 0.817165 884 213 45	MCXCJ0229.3-3332
00089 201.573300 0.225100 0.082600 523.555 -41.075 52.858 1.059026 -0.076084 0.097910 1.462162 -0.315141 0.405545 3465 984 61	MCXCJ1326.2+0013
00090 155.118984 -6.511131 0.054082 598.033 -25.056 32.689 1.216136 -0.046660 0.060875 2.154200 -0.247955 0.323493 3363 824 126	MCXCJ1020.4-0631
00092 155.462316 -4.928168 0.054516 400.310 -24.245 34.249 0.839893 -0.046583 0.065803 0.709888 -0.118117 0.166854 4297 832 66	A993
00093 16.084398 -0.239089 0.050225 247.695 -22.709 44.049 0.529222 -0.044431 0.086186 0.176873 -0.044549 0.086413 2831 85 13	[YMV2007]841
00094 214.402700 2.061870 0.053670 588.586 -24.595 33.190 1.199136 -0.045886 0.061921 2.064312 -0.236980 0.319791 2828 1231 144	MKW6
00095 154.946730 -0.646272 0.093247 421.418 -41.499 60.934 0.857986 -0.077372 0.113606 0.785687 -0.212558 0.312100 2451 645 29	[YMV2007]1540
00096 62.370780 -59.604333 0.054979 1050.793 -80.306 92.266 2.028371 -0.141957 0.163098 10.003511 -2.100311 2.413105 725 50 49	A3225
00101 159.196746 -27.517746 0.012635 686.744 -23.448 26.556 1.409045 -0.044058 0.049896 3.223580 -0.302382 0.342451 1667 533 265	Hydra
00102 157.505626 -35.342200 0.009107 646.109 -32.792 46.056 1.330019 -0.061815 0.086818 2.702353 -0.376792 0.529197 1608 269 68	Antlia
00103 150.094578 -19.636829 0.012261 263.961 -26.112 40.749 0.575340 -0.052119 0.081336 0.219376 -0.059619 0.093039 1861 216 17	NGC3091
00104 148.619110 -25.703440 0.007700 232.832 -27.084 20.239 0.443218 -0.047213 0.035280 0.099877 -0.031918 0.023851 749 134 3	NGC3054
00105 156.741641 -39.906827 0.009213 116.480 -28.653 28.211 0.254497 -0.057330 0.056445 0.018935 -0.012796 0.012599 1456 168 5	NGC3250
00106 157.277303 -44.173905 0.009557 145.970 -14.085 32.053 0.322283 -0.028478 0.064806 0.038464 -0.010196 0.023204 1271 7 7	NGC3263
00107 160.551132 -36.379851 0.009750 168.501 -6.644 21.075 0.367523 -0.013270 0.042094 0.057053 -0.006180 0.019604 587 121 7	NGC3347
00108 157.277321 -44.070510 0.009491 145.970 -14.085 32.053 0.322293 -0.028479 0.064808 0.038465 -0.010197 0.023204 1318 8 7	NGC3256
00109 160.054114 -46.269091 0.020610 465.072 -35.506 47.832 0.975965 -0.068233 0.091919 1.079044 -0.226317 0.304883 552 46 42	A639
00110 147.250000 -26.033500 0.049900 544.173 -87.026 127.096 1.024618 -0.150055 0.219146 1.283220 -0.563783 0.823369 172 5 5	A620
