Field,n_objects
SPLUS-s39s25,3
SPLUS-s39s26,147
SPLUS-s39s27,512
SPLUS-s39s28,469
SPLUS-s39s29,218
SPLUS-s39s30,3
SPLUS-s40s24,175
SPLUS-s40s25,671
SPLUS-s40s26,718
SPLUS-s40s27,714
SPLUS-s40s28,620
SPLUS-s40s29,444
SPLUS-s41s23,60
SPLUS-s41s24,1154
SPLUS-s41s25,1314
SPLUS-s41s26,1282
SPLUS-s41s27,805
SPLUS-s41s28,783
SPLUS-s41s29,172
SPLUS-s42s23,706
SPLUS-s42s24,1068
SPLUS-s42s25,1131
SPLUS-s42s26,920
SPLUS-s42s27,755
SPLUS-s42s28,183
SPLUS-s43s22,51
SPLUS-s43s23,935
SPLUS-s43s24,848
SPLUS-s43s25,772
SPLUS-s43s26,489
SPLUS-s43s27,74
SPLUS-s44s22,87
SPLUS-s44s23,307
SPLUS-s44s24,860
SPLUS-s44s25,202
