Field,n_objects
SPLUS-n01s01,352
SPLUS-n01s02,418
SPLUS-n01s03,402
SPLUS-n01s04,317
SPLUS-n01s05,232
SPLUS-n01s06,189
SPLUS-n01s07,171
SPLUS-n01s08,2
SPLUS-n02n01,214
SPLUS-n02n02,188
SPLUS-n02n03,169
SPLUS-n02n04,206
SPLUS-n02n05,205
SPLUS-n02s01,361
SPLUS-n02s02,384
SPLUS-n02s03,498
SPLUS-n02s04,376
SPLUS-n02s05,254
SPLUS-n02s06,271
SPLUS-n02s07,168
SPLUS-n02s08,33
SPLUS-n03n01,186
SPLUS-n03n02,154
SPLUS-n03n03,104
SPLUS-n03n04,165
SPLUS-n03s01,344
SPLUS-n03s02,432
SPLUS-n03s03,455
SPLUS-n03s04,622
SPLUS-n03s05,406
SPLUS-n03s06,435
SPLUS-n03s07,235
SPLUS-n03s08,60
SPLUS-n04n01,182
SPLUS-n04s01,317
SPLUS-n04s02,271
SPLUS-n04s03,312
SPLUS-n04s04,522
SPLUS-n04s05,435
SPLUS-n04s06,239
SPLUS-n04s07,235
SPLUS-n04s08,49
SPLUS-n05s01,349
SPLUS-n05s02,523
SPLUS-n05s03,422
SPLUS-n05s04,299
SPLUS-n05s05,532
SPLUS-n05s06,161
SPLUS-n05s07,240
SPLUS-n05s08,92
SPLUS-n06s01,293
SPLUS-n06s02,340
SPLUS-n06s03,256
SPLUS-n06s04,295
SPLUS-n06s05,548
SPLUS-n06s06,227
SPLUS-n06s07,268
SPLUS-n06s08,52
SPLUS-n07s01,269
SPLUS-n07s02,326
SPLUS-n07s03,371
SPLUS-n07s04,497
SPLUS-n07s05,321
SPLUS-n07s06,275
SPLUS-n07s07,75
SPLUS-n08s01,292
SPLUS-n08s02,345
SPLUS-n08s03,444
SPLUS-n08s04,344
SPLUS-n08s05,323
SPLUS-n08s06,52
SPLUS-n09s01,265
SPLUS-n09s02,198
SPLUS-n09s03,231
SPLUS-n09s04,545
SPLUS-n09s05,190
SPLUS-n09s06,3
SPLUS-n10s01,204
SPLUS-n10s02,171
SPLUS-n10s03,113
SPLUS-n10s04,20
