field,n_objects
SPLUS-s20s49_predicted,12047
SPLUS-s20s50_predicted,17693
SPLUS-s20s51_predicted,8931
SPLUS-s21s01_predicted,7300
SPLUS-s21s46_predicted,8330
SPLUS-s21s47_predicted,43022
SPLUS-s21s48_predicted,48660
SPLUS-s21s49_predicted,43925
SPLUS-s22s01_predicted,18459
SPLUS-s22s46_predicted,15619
SPLUS-s22s47_predicted,40487
SPLUS-s22s49_predicted,44223
SPLUS-s23s01_predicted,5878
SPLUS-s23s46_predicted,3895
SPLUS-s23s47_predicted,38720
SPLUS-s23s48_predicted,44504
SPLUS-s23s49_predicted,38465
SPLUS-s24s74_predicted,4314
SPLUS-s24s75_predicted,15404
SPLUS-s24s76_predicted,6504
