field,n_objects
SPLUS-s19s49_predicted,5179
SPLUS-s19s50_predicted,13162
SPLUS-s19s51_predicted,3973
SPLUS-s20s01_predicted,12249
SPLUS-s20s48_predicted,26429
SPLUS-s20s49_predicted,48663
SPLUS-s20s50_predicted,38833
SPLUS-s20s51_predicted,38534
SPLUS-s21s01_predicted,39727
SPLUS-s21s02_predicted,3146
SPLUS-s21s45_predicted,3662
SPLUS-s21s46_predicted,40806
SPLUS-s21s47_predicted,45209
SPLUS-s21s48_predicted,48660
SPLUS-s21s49_predicted,45659
SPLUS-s22s01_predicted,48017
SPLUS-s22s02_predicted,9742
SPLUS-s22s45_predicted,8135
SPLUS-s22s46_predicted,43800
SPLUS-s22s47_predicted,40487
SPLUS-s22s49_predicted,44223
SPLUS-s23s01_predicted,39619
SPLUS-s23s02_predicted,2656
SPLUS-s23s45_predicted,792
SPLUS-s23s46_predicted,33365
SPLUS-s23s47_predicted,42431
SPLUS-s23s48_predicted,44504
SPLUS-s23s49_predicted,41123
SPLUS-s24s01_predicted,13232
SPLUS-s24s73_predicted,9738
SPLUS-s24s74_predicted,34972
SPLUS-s24s75_predicted,41857
SPLUS-s24s76_predicted,37681
SPLUS-s25s74_predicted,1598
SPLUS-s25s75_predicted,9042
SPLUS-s25s76_predicted,3100
