field,n_objects
SPLUS-n14s34_predicted,2455
SPLUS-n14s35_predicted,17720
SPLUS-n14s36_predicted,24149
SPLUS-n14s37_predicted,39249
SPLUS-n14s38_predicted,45001
SPLUS-n14s39_predicted,47373
SPLUS-n14s40_predicted,43608
SPLUS-n14s41_predicted,31919
SPLUS-n14s42_predicted,25652
SPLUS-n14s43_predicted,14605
SPLUS-n14s44_predicted,4872
SPLUS-n15s32_predicted,7576
SPLUS-n15s33_predicted,32888
SPLUS-n15s34_predicted,48753
SPLUS-n15s35_predicted,47655
SPLUS-n15s36_predicted,43594
SPLUS-n15s37_predicted,50062
SPLUS-n15s38_predicted,49544
SPLUS-n15s39_predicted,50896
SPLUS-n15s40_predicted,55175
SPLUS-n15s41_predicted,58711
SPLUS-n15s42_predicted,54790
SPLUS-n15s43_predicted,51217
SPLUS-n15s44_predicted,55273
SPLUS-n15s45_predicted,30438
SPLUS-n15s46_predicted,5106
SPLUS-n16s29_predicted,1705
SPLUS-n16s30_predicted,25420
SPLUS-n16s31_predicted,52876
SPLUS-n16s32_predicted,48661
SPLUS-n16s33_predicted,52392
SPLUS-n16s34_predicted,50206
SPLUS-n16s35_predicted,53538
SPLUS-n16s36_predicted,53836
SPLUS-n16s37_predicted,54368
SPLUS-n16s38_predicted,55162
SPLUS-n16s39_predicted,58283
SPLUS-n16s40_predicted,59562
SPLUS-n16s41_predicted,61505
SPLUS-n16s42_predicted,57315
SPLUS-n16s43_predicted,58916
SPLUS-n16s44_predicted,51668
SPLUS-n16s45_predicted,43625
SPLUS-n16s46_predicted,18045
SPLUS-n17s28_predicted,6283
SPLUS-n17s29_predicted,41077
SPLUS-n17s30_predicted,54465
SPLUS-n17s31_predicted,44553
SPLUS-n17s32_predicted,56800
SPLUS-n17s33_predicted,43306
SPLUS-n17s34_predicted,53782
SPLUS-n17s35_predicted,52482
SPLUS-n17s36_predicted,53904
SPLUS-n17s38_predicted,53235
SPLUS-n17s39_predicted,66446
SPLUS-n17s40_predicted,56736
SPLUS-n17s41_predicted,48233
SPLUS-n17s42_predicted,60180
SPLUS-n17s43_predicted,49039
SPLUS-n17s44_predicted,60325
SPLUS-n17s45_predicted,50230
SPLUS-n17s46_predicted,55942
SPLUS-n17s47_predicted,17135
SPLUS-n18s29_predicted,58119
SPLUS-n18s30_predicted,58472
SPLUS-n18s31_predicted,59913
SPLUS-n18s32_predicted,53626
SPLUS-n18s33_predicted,52726
SPLUS-n18s34_predicted,49385
SPLUS-n18s35_predicted,61957
SPLUS-n18s36_predicted,64832
SPLUS-n18s37_predicted,67699
SPLUS-n18s38_predicted,52669
SPLUS-n18s39_predicted,63221
SPLUS-n18s40_predicted,54448
SPLUS-n18s41_predicted,52175
SPLUS-n18s42_predicted,60558
SPLUS-n18s43_predicted,60040
SPLUS-n18s44_predicted,64159
SPLUS-n18s45_predicted,66255
SPLUS-n18s46_predicted,56414
SPLUS-n18s47_predicted,53212
SPLUS-n18s48_predicted,12798
SPLUS-n19s19_predicted,61325
SPLUS-n19s20_predicted,52961
SPLUS-n19s21_predicted,60998
SPLUS-n19s22_predicted,48897
SPLUS-n19s23_predicted,61828
SPLUS-n19s24_predicted,62212
SPLUS-n19s25_predicted,53496
SPLUS-n19s26_predicted,62248
SPLUS-n19s27_predicted,50830
SPLUS-n19s28_predicted,56235
SPLUS-n19s29_predicted,62642
SPLUS-n19s30_predicted,48851
SPLUS-n19s31_predicted,46691
SPLUS-n19s32_predicted,56432
SPLUS-n19s33_predicted,53876
SPLUS-n19s34_predicted,53404
SPLUS-n19s35_predicted,53090
SPLUS-n19s36_predicted,56168
SPLUS-n19s37_predicted,61454
SPLUS-n19s38_predicted,56367
SPLUS-n19s39_predicted,4316
SPLUS-n20s15_predicted,17
SPLUS-n20s16_predicted,35903
SPLUS-n20s17_predicted,64081
SPLUS-n20s18_predicted,50656
SPLUS-n20s19_predicted,63859
SPLUS-n20s20_predicted,57266
SPLUS-n20s21_predicted,66225
SPLUS-n20s22_predicted,65690
SPLUS-n20s23_predicted,60319
SPLUS-n20s24_predicted,58883
SPLUS-n20s25_predicted,69972
SPLUS-n20s26_predicted,66885
SPLUS-n20s27_predicted,75292
SPLUS-n20s28_predicted,64879
SPLUS-n20s29_predicted,60215
SPLUS-n20s30_predicted,64349
SPLUS-n20s31_predicted,58241
SPLUS-n20s32_predicted,51911
SPLUS-n20s33_predicted,56053
SPLUS-n20s34_predicted,64103
SPLUS-n20s35_predicted,79833
SPLUS-n20s36_predicted,66946
SPLUS-n20s37_predicted,65677
SPLUS-n20s38_predicted,70252
SPLUS-n20s39_predicted,21674
