field,n_objects
SPLUS-n01s01_predicted,12694
SPLUS-n01s02_predicted,39674
SPLUS-n01s03_predicted,52278
SPLUS-n01s04_predicted,43726
SPLUS-n01s05_predicted,8379
SPLUS-n02n01_predicted,2830
SPLUS-n02n02_predicted,32918
SPLUS-n02n03_predicted,43028
SPLUS-n02n04_predicted,32264
SPLUS-n02n05_predicted,1023
SPLUS-n02s01_predicted,5262
SPLUS-n02s02_predicted,42629
SPLUS-n02s03_predicted,39016
SPLUS-n02s04_predicted,32136
SPLUS-n02s05_predicted,3012
SPLUS-n03n02_predicted,1176
SPLUS-n03n03_predicted,5730
SPLUS-n03n04_predicted,711
SPLUS-n03s02_predicted,5925
SPLUS-n03s03_predicted,14881
SPLUS-n03s04_predicted,5106
