Field,n_objects
SPLUS-s37s34,7
SPLUS-s37s35,13
SPLUS-s38s31,5
SPLUS-s38s32,91
SPLUS-s38s33,149
SPLUS-s38s34,215
SPLUS-s38s35,178
SPLUS-s38s36,69
SPLUS-s38s37,5
SPLUS-s39s30,86
SPLUS-s39s31,186
SPLUS-s39s32,222
SPLUS-s39s33,166
SPLUS-s39s34,143
SPLUS-s39s35,189
SPLUS-s39s36,96
SPLUS-s40s28,56
SPLUS-s40s29,223
SPLUS-s40s30,121
SPLUS-s40s31,221
SPLUS-s40s32,212
SPLUS-s40s33,229
SPLUS-s40s34,165
SPLUS-s40s35,99
SPLUS-s41s27,47
SPLUS-s41s28,235
SPLUS-s41s29,259
SPLUS-s41s30,256
SPLUS-s41s31,356
SPLUS-s41s32,219
SPLUS-s41s33,212
SPLUS-s41s34,208
SPLUS-s42s26,25
SPLUS-s42s27,211
SPLUS-s42s28,193
SPLUS-s42s29,217
SPLUS-s42s30,284
SPLUS-s42s31,229
SPLUS-s42s32,215
SPLUS-s42s33,177
SPLUS-s43s26,75
SPLUS-s43s27,109
SPLUS-s43s28,100
SPLUS-s43s29,200
SPLUS-s43s30,163
SPLUS-s43s31,164
SPLUS-s43s32,139
SPLUS-s44s25,18
SPLUS-s44s26,116
SPLUS-s44s27,134
SPLUS-s44s28,161
SPLUS-s44s29,184
SPLUS-s44s30,188
SPLUS-s44s31,158
SPLUS-s45s25,29
SPLUS-s45s26,106
SPLUS-s45s27,147
SPLUS-s45s28,187
SPLUS-s45s29,158
SPLUS-s45s30,55
SPLUS-s46s26,14
SPLUS-s46s27,51
SPLUS-s46s28,4
