NAME,RA_CLUSTER,DEC_CLUSTER,RADEC_ERR,RA_OPTICAL,DEC_OPTICAL,RA_BCG,DEC_BCG,REFMAG_BCG,BEST_Z,BEST_Z_ERR,BEST_Z_TYPE,Z_LAMBDA,LIT_Z,LIT_Z_ERR,LIT_Z_SRC,SPEC_Z_BOOT,SPEC_Z_BOOT_ERR,N_MEMBERS,BCG_SPEC_Z,VDISP_BOOT,VDISP_BOOT_ERR,VDISP_BOOT_FLAG,VDISP_TYPE,LAMBDA_NORM,LAMBDA_NORM_ERR,LAMBDA_OPT_NORM,LAMBDA_OPT_NORM_ERR,SCALEVAL,MASKFRAC,RUN,LMAX,NHI,EXT_LIKE,SHARED_MEMBERS,IN_FOOTPRINT,LIMMAG_G,IN_ZVLIM,ZVLIM_02,ZVLIM_04,GAIA_10MAG_30_ARCSEC,NGC_30_ARCSEC,HECATE_30_ARCSEC,RA_XFIT,DEC_XFIT,PCONT,EXP,CR500,CTS500,F500,F500_L,F500_H,L500,L500_L,L500_H,CR500_0520,CTS500_0520,F500_0520,F500_L_0520,F500_H_0520,L500_0520,L500_L_0520,L500_H_0520,Lbol500,Lbol500_L,Lbol500_H,KT,KT_L,KT_H,MGAS500,MGAS500_L,MGAS500_H,M500,M500_L,M500_H,FGAS500,FGAS500_L,FGAS500_H,R500,R500_L,R500_H,MATCH_NAME
1eRASS J064628.8-623653,101.62,-62.615,12.32,101.6556,-62.62575,101.6556,-62.62575,15.933,0.14598,0.00495,photo_z,0.14598,0.8929,0.03313,SPT2500D,,,0,,,,,nan,17.41,1.62,16.38,1.8,1.05518,0.053,legacy_dr10_griz_z_v0.9,34.592,0.05766,27.63609,false,true,23.19,true,0.65,0.872,false,false,false,101.6237,-62.6164,1.0E-4,766.9,0.204,156.2,17.777,15.305,20.367,13.41,11.459,15.301,0.175,134.0,14.433,12.364,16.554,9.288,7.964,10.668,20.984,18.067,24.52,1.35,1.18,1.77,58.42,51.34,64.83,10.31,9.14,11.54,0.056,0.048,0.066,680.0,653.0,706.0,"KIM-HIGHZ-LENSING_54,SPT2500D_SPT-CLJ0646-6236"
1eRASS J064743.7-600911,101.9322,-60.15327,12.64,101.9242,-60.1536,102.2047,-60.0254,14.961,0.08592,0.00905,photo_z,0.08592,,,none,,,0,,,,,nan,14.63,2.12,14.37,2.12,1.06191,0.058,legacy_dr10_grz_z_v0.9,17.9299,0.093,20.95205,false,true,23.39,true,0.575,0.763,false,false,false,101.9244,-60.1507,0.0019,568.8,0.233,132.4,20.758,17.062,24.904,5.45,4.469,6.575,0.205,116.5,17.337,14.274,20.882,3.79,3.107,4.575,9.249,7.363,12.027,1.25,1.08,2.4,28.65,23.13,32.98,5.84,4.95,6.75,0.049,0.038,0.061,574.0,543.0,602.0,
1eRASS J064841.5-625756,102.1729,-62.96571,17.45,102.1145,-63.00856,102.1145,-63.00856,15.392,0.14185,0.00471,photo_z,0.14185,,,none,,,0,,,,,nan,18.51,2.28,21.45,2.24,1.06896,0.065,legacy_dr10_grz_z_v0.9,25.9812,0.0524,8.03301,false,true,23.08,true,0.723,0.973,false,false,false,102.171,-62.9659,4.0E-4,786.9,0.125,98.1,11.777,9.486,13.864,7.585,6.079,9.045,0.105,82.9,9.186,7.395,10.804,5.226,4.202,6.221,19.846,13.698,33.356,-1.0,2.28,-1.0,41.49,35.12,47.49,6.47,5.57,7.76,0.062,0.05,0.077,583.0,555.0,619.0,
1eRASS J065111.5-600752,102.7983,-60.13113,14.86,102.7883,-60.1356,102.7883,-60.1356,15.698,0.15517,0.00501,photo_z,0.15517,,,none,,,0,,,,,nan,10.19,1.43,10.15,1.47,1.02285,0.026,legacy_dr10_grz_z_v0.9,20.3982,0.08937,11.32091,false,true,23.81,true,0.655,0.879,false,false,false,102.8013,-60.1288,0.018,528.9,0.199,105.0,19.003,14.899,23.942,16.2,12.637,20.378,0.172,91.0,15.182,11.961,19.13,11.176,8.763,14.07,52.62,32.074,88.981,-1.0,4.24,-1.0,71.43,59.74,82.5,10.81,9.21,13.1,0.065,0.051,0.082,689.0,653.0,734.0,
1eRASS J065141.8-550837,102.9242,-55.1438,6.58,102.9266,-55.14395,102.9266,-55.14395,15.326,0.15925,0.00425,photo_z,0.15925,,,none,,,0,,,,,nan,27.74,2.4,27.69,2.4,1.04288,0.039,legacy_dr10_grz_z_v0.9,48.8196,0.06541,33.55314,false,true,23.69,true,0.678,0.914,false,false,false,102.9259,-55.1427,0.0,316.5,0.47,148.9,44.687,39.139,49.904,36.986,32.239,41.85,0.401,126.9,35.156,30.787,39.328,25.5,22.261,28.781,104.836,76.101,160.876,-1.0,2.9,-1.0,127.94,109.73,143.56,19.86,17.32,21.93,0.065,0.054,0.077,842.0,805.0,870.0,
1eRASS J065156.6-602207,102.9859,-60.36874,7.33,103.0592,-60.41742,102.98,-60.37048,15.172,0.13532,4.0E-4,cg_spec_z,0.1159,0.129,0.0082,RXGCC,,,0,,,,,nan,26.35,2.5,19.12,2.33,1.03719,0.036,legacy_dr10_grz_z_v0.9,39.1584,0.09085,64.01672,false,true,22.94,true,0.513,0.684,false,false,false,102.9838,-60.3713,0.0,528.3,0.808,427.1,79.057,72.823,84.993,46.978,43.317,50.613,0.7,370.0,62.725,57.746,67.395,32.725,30.191,35.195,260.985,227.029,289.509,-1.0,20.12,-1.0,204.81,191.45,217.27,25.47,22.87,27.48,0.081,0.073,0.09,923.0,890.0,946.0,RXGCC_253
1eRASS J065258.7-682713,103.2446,-68.45385,1.92,103.2443,-68.45382,103.2443,-68.45382,13.652,0.09818,3.5E-4,spec_z_boot,0.08806,,,none,0.09818,3.5E-4,4,0.09916,168.03,63.33,0.0,gapper,25.69,2.57,25.68,2.57,1.06079,0.053,legacy_dr10_grz_z_v0.9,47.2366,0.0828,430.27527,false,true,23.8,true,0.35,0.479,false,false,false,103.2466,-68.4556,0.0,1501.0,0.736,1104.4,65.676,49.512,83.632,22.436,17.073,28.648,0.64,961.3,54.277,41.036,68.931,15.373,11.82,19.648,36.756,26.491,47.471,1.51,1.36,2.03,54.59,38.33,74.73,17.18,14.46,19.85,0.032,0.021,0.046,819.0,773.0,860.0,
1eRASS J065727.2-684533,104.3635,-68.75932,5.65,104.3639,-68.7609,104.3639,-68.7609,14.776,0.09955,0.0084,photo_z,0.09955,,,none,,,0,,,,,nan,10.13,1.42,10.15,1.42,1.08922,0.077,legacy_dr10_grz_z_v0.9,21.1946,0.09436,13.52867,false,true,23.46,true,0.496,0.664,false,false,false,104.3612,-68.7613,0.0034,1426.2,0.124,177.5,10.241,8.364,12.104,3.857,3.148,4.527,0.113,161.1,9.006,7.348,10.559,2.807,2.316,3.285,5.642,4.591,6.731,1.09,0.98,1.3,20.17,16.69,23.36,4.74,4.22,5.41,0.042,0.034,0.052,533.0,513.0,557.0,
1eRASS J070055.9+325130,105.2332,32.85848,13.11,105.2201,32.86572,105.2201,32.86572,15.107,0.18541,0.00594,photo_z,0.18541,,,none,,,0,,,,,nan,26.24,3.45,27.72,3.52,1.08719,0.079,legacy_dr9_north_grz_z_v0.9,37.6694,0.10917,5.23652,false,true,22.8,true,0.703,0.95,false,false,false,105.2303,32.8638,0.0057,76.4,0.31,23.7,29.994,22.01,39.811,37.383,27.649,48.715,0.271,20.7,24.043,17.777,31.995,25.726,19.139,33.855,132.683,77.565,210.895,-1.0,5.61,-1.0,78.19,41.74,109.6,13.58,11.48,16.68,0.055,0.031,0.082,735.0,695.0,787.0,
1eRASS J070251.6-745217,105.7152,-74.87165,10.11,105.7076,-74.86858,105.7076,-74.86858,14.028,0.10768,0.00235,spec_z_boot,0.09062,,,none,0.10768,0.00235,3,0.10588,525.78,388.91,0.0,gapper,12.89,2.32,13.11,2.34,1.07759,0.078,legacy_dr10_grz_z_v0.9,13.0431,0.10651,5.64103,false,true,23.77,true,0.523,0.696,false,false,false,105.7181,-74.8732,0.0823,760.7,0.073,55.6,5.631,3.867,8.003,2.868,1.996,4.018,0.067,51.3,5.122,3.514,7.244,2.127,1.476,2.969,4.126,2.864,5.92,0.86,0.47,1.03,13.06,7.04,17.23,3.64,2.84,4.99,0.031,0.017,0.049,487.0,448.0,541.0,
1eRASS J070830.1-691802,107.1257,-69.30073,7.19,107.1316,-69.29798,107.1316,-69.29798,14.43,0.09852,4.0E-4,cg_spec_z,0.08939,,,none,,,0,0.09852,,,,nan,17.18,2.03,17.36,2.05,1.08104,0.071,legacy_dr10_grz_z_v0.9,34.8161,0.10428,55.51963,false,true,22.46,true,0.428,0.585,false,false,false,107.1285,-69.3003,0.0,1244.6,0.308,383.8,27.612,24.728,30.414,10.051,9.025,11.089,0.273,339.7,23.112,20.778,25.44,6.886,6.193,7.625,16.28,14.436,18.142,1.71,1.4,2.17,51.08,47.03,54.77,9.48,8.4,10.37,0.054,0.047,0.062,672.0,645.0,692.0,
1eRASS J071156.2-663306,107.9844,-66.5518,3.12,107.9842,-66.5509,107.9842,-66.5509,15.135,0.12912,0.00546,photo_z,0.12912,,,none,,,0,,,,,nan,14.85,2.05,14.85,2.05,1.10425,0.094,legacy_dr10_grz_z_v0.9,28.7483,0.08024,166.48056,false,true,22.94,true,0.744,0.999,false,false,false,107.984,-66.5518,0.0,919.0,0.666,611.6,60.388,56.532,64.312,37.127,34.534,39.617,0.575,528.4,49.155,45.874,52.25,25.302,23.533,26.986,64.364,59.66,71.218,2.15,1.81,3.03,114.83,106.11,124.09,21.13,19.3,22.88,0.054,0.049,0.062,869.0,843.0,892.0,
1eRASS J071547.4-655121,108.9479,-65.8559,7.92,108.9475,-65.85818,108.9475,-65.85818,15.426,0.15627,0.0047,photo_z,0.15627,,,none,,,0,,,,,nan,14.15,1.75,14.27,1.76,1.05702,0.054,legacy_dr10_grz_z_v0.9,28.4699,0.07621,6.04996,false,true,23.1,true,0.596,0.792,false,false,false,108.9429,-65.8536,0.0118,694.7,0.099,68.8,8.689,6.634,12.116,7.858,6.023,10.742,0.086,60.1,7.154,5.518,9.92,5.502,4.187,7.466,13.211,9.638,20.785,1.3,0.99,3.06,32.62,22.4,41.51,6.51,5.11,8.14,0.048,0.031,0.068,581.0,536.0,626.0,
1eRASS J071835.6-810124,109.6488,-81.02334,8.37,109.6658,-81.02252,109.6658,-81.02252,15.028,0.18732,0.00463,photo_z,0.18732,,,none,,,0,,,,,nan,37.07,3.36,37.09,3.35,1.09947,0.09,legacy_dr10_grz_z_v0.9,53.7203,0.09691,11.54634,false,true,22.53,true,0.551,0.733,false,false,false,109.6624,-81.0227,0.0137,428.4,0.162,69.4,15.382,12.253,18.994,19.97,15.674,24.704,0.141,60.3,12.408,9.888,15.306,13.787,10.856,17.021,58.62,37.87,90.873,-1.0,2.61,-1.0,73.45,51.56,86.07,11.76,9.28,14.59,0.061,0.043,0.082,700.0,647.0,753.0,
1eRASS J072049.1-732018,110.205,-73.33847,3.02,110.2032,-73.3379,110.2032,-73.3379,15.058,0.06454,1.8E-4,cg_spec_z,0.19128,,,none,,,0,0.06454,,,,nan,38.39,3.65,38.6,3.65,1.08957,0.08,legacy_dr10_grz_z_v0.9,32.4015,0.13693,167.04593,false,true,23.22,true,0.636,0.851,false,false,false,110.2029,-73.3391,0.0,874.8,0.716,626.0,67.767,62.34,73.476,10.341,9.426,11.291,0.637,557.1,55.976,51.396,60.813,7.091,6.472,7.723,21.099,17.79,27.509,3.33,2.16,6.3,34.44,27.53,40.61,9.85,8.8,10.85,0.035,0.028,0.043,688.0,663.0,711.0,
1eRASS J072122.0+261751,110.3418,26.29762,30.59,110.3393,26.27515,110.3393,26.27515,15.209,0.13304,0.00492,photo_z,0.13304,,,none,,,0,,,,,nan,22.35,2.52,19.01,2.37,1.08113,0.073,legacy_dr10_grz_z_v0.9,34.284,0.07372,9.7217,false,true,23.55,true,0.63,0.841,false,false,false,110.3423,26.2994,0.0019,69.7,0.6,41.8,56.552,43.964,70.244,33.307,25.821,41.604,0.516,35.9,45.101,35.413,55.957,22.913,17.895,28.562,83.529,57.769,142.096,-1.0,2.01,-1.0,118.84,99.68,137.33,14.89,12.56,18.46,0.076,0.06,0.098,772.0,729.0,829.0,
1eRASS J072125.7-731419,110.3573,-73.23886,7.44,110.3478,-73.23772,110.2032,-73.3379,15.058,0.18897,0.00473,photo_z,0.18897,,,none,,,0,0.06454,,,,nan,49.35,3.92,49.55,3.93,1.09347,0.082,legacy_dr10_grz_z_v0.9,70.9358,0.14084,12.93741,false,true,23.23,true,0.68,0.916,false,false,false,110.3552,-73.2381,0.0018,929.7,0.134,124.9,12.963,10.207,16.132,16.95,13.478,21.227,0.119,110.4,10.558,8.335,13.147,11.659,9.294,14.633,47.781,31.695,85.992,-1.0,2.34,-1.0,74.57,64.3,83.84,11.36,9.59,13.17,0.065,0.052,0.079,692.0,654.0,727.0,
1eRASS J072223.5-691348,110.598,-69.23002,5.05,110.5956,-69.23226,110.5956,-69.23226,15.0,0.16804,0.00465,photo_z,0.16804,,,none,,,0,,,,,nan,19.55,2.12,19.56,2.11,1.05253,0.052,legacy_dr10_grz_z_v0.9,28.3509,0.12406,82.36901,false,true,22.81,true,0.651,0.873,false,false,false,110.5965,-69.2311,0.0,1035.7,0.385,398.4,36.569,33.533,40.626,40.12,36.365,45.098,0.339,351.4,29.82,27.396,33.318,27.562,25.12,30.844,91.488,74.573,131.074,3.48,2.47,7.27,136.14,123.86,147.24,22.57,20.67,25.16,0.059,0.052,0.067,876.0,851.0,908.0,
1eRASS J072550.4-812533,111.4602,-81.42585,11.14,111.4999,-81.42082,111.1262,-81.42166,15.82,0.19125,0.0048,photo_z,0.19125,,,none,,,0,,,,,nan,52.97,3.69,53.29,3.83,1.08598,0.088,legacy_dr10_grz_z_v0.9,84.2327,0.10505,34.83163,false,true,23.62,true,0.599,0.796,false,false,false,111.4335,-81.4213,0.0,416.5,0.564,234.8,51.817,46.476,56.796,73.428,65.385,81.814,0.493,205.3,42.547,38.29,46.693,50.174,44.86,55.821,134.395,117.106,160.595,2.31,1.65,3.77,241.07,215.27,262.62,31.94,29.04,34.95,0.075,0.065,0.085,976.0,945.0,1005.0,
1eRASS J072619.6-745958,111.5821,-74.9997,5.18,111.581,-74.9999,111.581,-74.9999,14.137,0.11618,0.00559,photo_z,0.11618,,,none,,,0,,,,,nan,32.89,3.3,32.94,3.3,1.09247,0.088,legacy_dr10_grz_z_v0.9,37.7738,0.11784,139.70825,false,true,24.15,true,0.421,0.575,false,false,false,111.5836,-75.0013,0.0,554.9,1.068,592.6,100.246,85.636,114.571,51.217,42.966,58.859,0.941,522.4,82.43,70.108,94.389,35.035,29.5,40.224,105.768,88.188,126.221,4.08,2.09,5.54,179.79,152.05,201.62,27.83,25.06,31.53,0.064,0.053,0.076,956.0,923.0,997.0,PSZ2_PSZ2 G286.66-23.93
1eRASS J072655.5+310053,111.7316,31.01499,,111.7082,31.0345,111.7307,30.96229,16.182,0.1874,4.0E-4,cg_spec_z,0.18264,0.1929,,PSZ1,,,0,,,,,nan,61.77,3.97,59.8,3.84,1.06707,0.066,legacy_dr10_grz_z_v0.9,79.2489,0.06306,16.74402,false,true,23.7,true,0.655,0.88,false,false,false,111.7138,31.0176,0.0,78.5,1.277,100.3,123.531,106.591,141.777,137.872,119.474,158.154,1.088,85.4,96.492,83.263,110.793,95.884,83.104,110.191,668.806,497.297,820.566,-1.0,13.46,-1.0,432.65,390.01,472.6,43.24,39.06,49.67,0.099,0.084,0.115,1081.0,1045.0,1132.0,"PSZ1_G187.73+20.66,PSZ2_PSZ2 G187.74+20.66"
1eRASS J073115.1-693510,112.8129,-69.58618,2.81,112.8155,-69.58789,112.8155,-69.58789,15.299,0.18119,0.00445,photo_z,0.18119,,,none,,,0,,,,,nan,34.82,3.48,34.74,3.5,1.09703,0.09,legacy_dr10_grz_z_v0.9,50.5991,0.13386,145.34248,false,true,22.57,true,0.633,0.846,false,false,false,112.8142,-69.5878,0.0,962.8,0.727,699.7,70.367,66.686,74.385,82.486,77.414,87.994,0.642,617.7,57.106,54.144,60.518,56.963,53.643,60.632,225.892,194.035,315.394,5.92,4.32,10.58,246.46,232.99,261.63,34.69,32.07,37.29,0.071,0.065,0.078,1007.0,980.0,1031.0,
1eRASS J073607.2+170735,114.0302,17.12666,16.05,114.0276,17.12838,113.9977,17.22668,15.345,0.11627,0.0057,photo_z,0.11627,0.118,0.0049,REDMAPPER-SDSS-DR8,,,0,,,,,nan,30.56,2.93,30.48,2.92,1.10293,0.095,legacy_dr10_grz_z_v0.9,42.2424,0.03813,10.75445,false,true,23.47,true,0.643,0.861,false,false,false,114.0253,17.1383,0.0146,78.4,0.317,24.8,29.424,20.379,41.264,11.833,8.257,16.654,0.265,20.8,22.74,15.867,31.798,8.216,5.753,11.514,28.569,17.365,54.999,-1.0,1.3,-1.0,27.72,8.86,47.54,7.54,5.94,10.03,0.035,0.015,0.067,619.0,572.0,680.0,REDMAPPER-SDSS-DR8_RMJ073606.6+170742.5
1eRASS J073634.5+173142,114.1439,17.52848,11.13,114.1482,17.53032,114.1482,17.53032,15.211,0.17546,0.00467,photo_z,0.17546,,,none,,,0,,,,,nan,18.49,2.19,18.48,2.2,1.0683,0.064,legacy_dr10_grz_z_v0.9,30.2351,0.03598,10.52712,false,true,23.59,true,0.666,0.896,false,false,false,114.1481,17.5245,0.0102,75.7,0.495,37.5,45.128,33.939,56.643,44.348,33.504,56.501,0.413,31.2,34.772,26.291,43.617,30.732,23.251,38.967,85.851,60.653,144.132,-1.0,1.14,-1.0,136.73,105.48,162.7,18.21,14.66,22.14,0.073,0.053,0.098,814.0,757.0,868.0,
1eRASS J073811.4-750614,114.5477,-75.10412,11.28,114.5268,-75.10748,114.5268,-75.10748,13.734,0.07193,0.01056,photo_z,0.07193,0.111,,MCXC,,,0,,,,,nan,17.59,2.45,17.7,2.46,1.08383,0.077,legacy_dr10_grz_z_v0.9,28.1276,0.13514,112.17876,false,true,23.48,true,0.538,0.715,false,false,false,114.522,-75.112,0.0,523.5,1.782,932.9,170.492,159.564,182.825,31.794,29.447,34.153,1.579,826.4,139.709,130.667,150.005,21.906,20.329,23.439,72.854,62.393,103.441,3.7,2.85,7.46,131.39,124.04,138.72,19.61,17.95,21.06,0.067,0.061,0.074,863.0,838.0,884.0,"MCXC_J0738.1-7506,PSZ1_G287.05-23.21,PSZ2_PSZ2 G287.05-23.21"
1eRASS J074127.1+255902,115.3632,25.98401,12.37,115.3613,25.9748,115.4322,25.98516,15.229,0.15697,4.5E-4,spec_z_boot,0.16309,0.1629,0.0051,REDMAPPER-SDSS-DR8,0.15697,4.5E-4,14,,371.66,106.72,0.0,gapper,19.52,2.27,19.59,2.37,1.11393,0.096,legacy_dr10_grz_z_v0.9,33.2657,0.04982,18.29578,false,true,23.93,true,0.674,0.908,false,false,false,115.363,25.9825,0.0058,76.9,0.656,50.5,60.646,49.937,73.592,48.677,39.823,59.845,0.552,42.5,47.388,38.945,57.529,33.358,27.271,41.117,100.503,75.899,145.163,-1.0,1.61,-1.0,133.54,90.71,166.47,21.16,17.69,24.16,0.063,0.043,0.084,861.0,811.0,900.0,"CODEX_226586,MCXC_J0741.5+2557,REDMAPPER-SDSS-DR8_RMJ074126.7+255829.3"
1eRASS J074318.0+173551,115.825,17.5977,27.31,115.8463,17.56164,115.8463,17.56164,14.114,0.0979,5.9E-4,spec_z_boot,0.09731,0.101,,CODEX,0.0979,5.9E-4,24,0.09851,671.75,135.98,0.0,biweight,42.63,3.17,42.18,3.14,1.09678,0.091,legacy_dr10_grz_z_v0.9,106.1801,0.03618,6.5758,false,true,23.85,true,0.717,0.966,false,false,false,115.8331,17.577,0.0,77.6,2.585,200.7,229.008,204.042,260.866,66.861,59.183,76.072,2.173,168.6,179.759,159.316,205.327,46.424,40.843,53.321,107.88,93.37,124.248,1.31,1.11,2.03,246.18,224.26,266.53,31.06,27.83,34.54,0.08,0.07,0.091,998.0,962.0,1034.0,CODEX_234152
1eRASS J074645.1+305939,116.6882,30.99436,18.0,116.6891,31.00318,116.6372,31.02266,13.773,0.05793,6.1E-4,spec_z_boot,0.06495,0.058,,XCLASS,0.05793,6.1E-4,18,0.05358,612.4,161.88,0.0,biweight,19.42,2.04,19.55,2.05,1.07048,0.065,legacy_dr10_grz_z_v0.9,41.2509,0.04288,12.9689,false,true,23.36,true,0.576,0.765,false,false,false,116.6845,30.9984,0.0,78.8,1.989,156.7,181.855,151.514,216.236,17.777,14.853,21.214,1.67,131.6,141.683,118.636,169.229,12.178,10.19,14.53,31.633,25.138,41.849,-1.0,1.28,-1.0,83.87,74.47,92.27,12.78,11.23,14.56,0.065,0.055,0.077,752.0,720.0,785.0,"CODEX_222885,GALWEIGHT_281,RXGCC_274,XCLASS_1439"
1eRASS J075130.9-711458,117.8788,-71.24958,9.58,117.878,-71.25076,117.878,-71.25076,15.221,0.1287,0.00592,photo_z,0.1287,,,none,,,0,,,,,nan,11.25,1.94,11.31,1.93,1.10628,0.09,legacy_dr10_grz_z_v0.9,14.3194,0.11377,13.65502,false,true,22.72,true,0.659,0.885,false,false,false,117.8747,-71.2525,0.0017,872.9,0.184,160.6,14.529,11.374,19.783,10.474,8.103,14.164,0.171,149.0,13.192,10.29,17.864,7.873,6.014,10.579,14.788,11.508,20.204,0.9,0.8,1.15,44.87,37.05,51.09,9.41,7.56,11.17,0.048,0.036,0.061,663.0,617.0,702.0,
1eRASS J075248.7+055556,118.2032,5.93247,12.12,118.2046,5.93161,118.2046,5.93161,14.856,0.16421,0.00435,photo_z,0.16421,,,none,,,0,,,,,nan,27.97,2.43,27.91,2.43,1.09076,0.079,legacy_dr10_grz_z_v0.9,53.2429,0.02981,3.91787,false,true,23.03,true,0.55,0.731,false,false,false,118.2022,5.9311,0.0047,81.0,0.534,43.3,50.433,37.287,65.568,40.367,29.664,52.826,0.439,35.6,37.991,28.068,49.352,27.868,20.491,36.378,97.284,67.379,170.537,-1.0,1.63,-1.0,135.95,104.96,161.88,17.89,14.05,23.56,0.074,0.053,0.101,812.0,749.0,890.0,
1eRASS J075317.9+160102,118.3248,16.01742,6.91,118.3212,16.01548,118.3212,16.01548,16.183,0.1873,0.00118,spec_z_boot,0.18448,0.18685,,REDMAPPER-SDSS-DR8,0.1873,0.00118,3,,284.24,179.21,0.0,gapper,18.4,1.95,18.33,1.96,1.0455,0.04,legacy_dr10_grz_z_v0.9,33.8495,0.03865,5.15524,false,true,22.68,true,0.478,0.645,false,false,false,118.3241,16.0178,0.0107,76.5,0.425,32.5,39.835,32.117,49.216,43.928,35.239,54.267,0.353,27.0,30.475,24.548,37.587,30.206,24.341,37.508,110.459,75.106,177.858,-1.0,2.02,-1.0,88.37,49.48,120.86,17.31,14.01,21.13,0.05,0.028,0.071,797.0,742.0,851.0,"ACTDR5_ACT-CL J0753.2+1601,REDMAPPER-SDSS-DR8_RMJ075317.0+160057.2"
1eRASS J075321.7+292313,118.3405,29.3871,19.09,118.3915,29.40543,118.3609,29.35944,13.707,0.06133,5.2E-4,spec_z_boot,0.0625,0.077,,CODEX,0.06133,5.2E-4,22,,791.99,195.18,0.0,biweight,19.86,3.25,16.12,2.88,1.0959,0.089,legacy_dr10_griz_z_v0.9,14.2984,0.03533,43.28935,true,true,23.62,true,0.645,0.864,false,false,false,118.326,29.3901,0.0,74.4,3.846,286.3,337.364,289.85,383.834,36.994,31.819,42.079,3.24,241.2,267.629,230.854,303.902,25.832,22.311,29.37,57.051,48.87,65.555,1.3,1.18,1.61,136.17,111.54,157.01,23.7,21.23,26.34,0.057,0.046,0.068,923.0,890.0,956.0,"CODEX_226620,MCXC_J0753.4+2921,RXGCC_277"
1eRASS J075323.0+341715,118.3462,34.28751,35.84,118.3549,34.27573,118.3549,34.27573,14.751,0.13958,3.8E-4,spec_z_boot,0.13411,0.13968,,REDMAPPER-SDSS-DR8,0.13958,3.8E-4,23,0.13969,515.68,198.61,0.0,biweight,28.59,2.8,28.93,2.93,1.06043,0.055,legacy_dr9_north_grz_z_v0.9,52.4864,0.04426,5.39667,false,true,22.73,true,0.652,0.874,false,false,false,118.3458,34.2893,0.0168,73.0,0.359,26.2,34.063,25.116,44.067,20.097,14.894,26.397,0.301,22.0,26.219,19.429,34.137,13.91,10.287,18.213,55.433,32.532,96.027,-1.0,2.39,-1.0,77.81,56.57,96.35,10.76,8.1,13.61,0.073,0.051,0.103,691.0,629.0,747.0,"CODEX_29270,GALWEIGHT_1235,REDMAPPER-SDSS-DR8_RMJ075325.2+341632.6"
1eRASS J075336.8+292009,118.4036,29.33589,,118.3915,29.40543,118.4962,29.57937,14.256,0.06104,7.2E-4,spec_z_boot,0.06205,,,none,0.06104,7.2E-4,16,,645.77,201.2,0.0,biweight,15.16,2.63,15.47,2.69,1.08483,0.08,legacy_dr10_griz_z_v0.9,14.4855,0.03584,6.30733,false,true,23.56,true,0.701,0.948,false,false,false,118.4073,29.338,1.0E-4,73.8,1.374,101.5,126.673,74.349,189.225,13.324,7.833,20.046,1.145,84.6,97.943,57.247,145.555,9.202,5.374,13.756,26.507,15.567,43.813,-1.0,1.26,-1.0,62.9,43.81,77.8,10.97,7.02,15.44,0.055,0.035,0.095,714.0,615.0,800.0,
1eRASS J075817.3+194656,119.5722,19.78225,12.68,119.5722,19.78283,119.5722,19.78283,15.62,0.11736,3.6E-4,spec_z_boot,0.11526,0.121,,CODEX,0.11736,3.6E-4,7,0.117,158.7,56.88,0.0,gapper,10.88,1.62,10.88,1.62,1.07011,0.067,legacy_dr10_grz_z_v0.9,19.8817,0.03704,14.93006,false,true,23.1,true,0.596,0.792,false,false,false,119.5761,19.7805,0.0167,78.1,0.634,49.6,59.344,46.557,73.103,24.159,18.681,29.969,0.527,41.2,45.474,35.634,55.99,16.634,12.918,20.627,55.812,39.474,101.606,-1.0,1.86,-1.0,86.04,65.29,102.18,13.57,11.08,17.15,0.063,0.045,0.083,752.0,703.0,813.0,CODEX_38763
1eRASS J080107.6+175841,120.2817,17.97833,7.98,120.279,17.97925,120.279,17.97925,14.905,0.14332,0.00487,spec_z_boot,0.1391,0.14406,,REDMAPPER-SDSS-DR8,0.14332,0.00487,9,0.14406,256.63,73.98,0.0,gapper,35.79,2.63,35.93,2.62,1.05389,0.051,legacy_dr10_grz_z_v0.9,48.2933,0.0241,5.01261,false,true,23.43,true,0.613,0.817,false,false,false,120.2818,17.9762,0.0047,75.8,0.478,36.2,44.893,33.173,60.189,26.433,20.029,35.333,0.39,29.6,33.564,24.975,45.16,18.306,13.762,24.513,62.019,38.962,116.802,-1.0,1.91,-1.0,100.22,77.4,124.15,13.33,10.62,16.99,0.072,0.052,0.103,741.0,687.0,804.0,REDMAPPER-SDSS-DR8_RMJ080107.0+175845.3
1eRASS J080300.9+075401,120.7541,7.90032,47.4,120.7607,7.8963,120.7607,7.8963,15.218,0.14273,0.00119,spec_z_boot,0.14837,,,none,0.14273,0.00119,6,0.14038,515.33,142.59,0.0,gapper,20.69,2.06,20.4,2.0,1.08068,0.077,legacy_dr10_grz_z_v0.9,46.2683,0.02898,15.83344,false,true,23.38,true,0.606,0.806,false,false,false,120.7514,7.8996,0.0057,78.8,0.575,45.3,53.511,42.766,66.228,32.279,25.534,39.416,0.47,37.1,40.31,32.209,49.906,22.18,17.582,27.029,74.401,51.398,135.146,-1.0,1.74,-1.0,121.96,100.49,139.19,15.78,12.51,18.97,0.078,0.059,0.102,784.0,726.0,834.0,
